server_name,surface,returner_name,context,n_points,p_wide,p_body,p_t
Aristotelis Thanos,,,Overall,47,0.3829787234042553,0.23404255319148937,0.3829787234042553
Arklon Huertas Del Pino,,,Overall,83,0.4939759036144578,0.25301204819277107,0.25301204819277107
Arnaud Boetsch,,,Overall,227,0.3436123348017621,0.14096916299559473,0.5154185022026432
Arnaud Clement,,,Overall,1106,0.5036166365280289,0.06419529837251356,0.4321880650994575
Arnaud Di Pasquale,,,Overall,57,0.5614035087719298,0.10526315789473684,0.3333333333333333
Arthur Ashe,,,Overall,393,0.4910941475826972,0.06361323155216285,0.44529262086513993
Arthur Cazaux,,,Overall,1003,0.4965104685942173,0.040877367896311065,0.4626121635094716
Arthur Fery,,,Overall,207,0.5362318840579711,0.0966183574879227,0.3671497584541063
Arthur Fils,,,Overall,4083,0.5395542493264757,0.05094293411707078,0.4095028165564536
Arthur Rinderknech,,,Overall,1557,0.45215157353885677,0.10340398201669879,0.4444444444444444
Aslan Karatsev,,,Overall,2307,0.5006501950585176,0.13090593844820111,0.3684438664932813
Attila Balazs,,,Overall,303,0.43564356435643564,0.1617161716171617,0.40264026402640263
Axel Michon,,,Overall,51,0.43137254901960786,0.0196078431372549,0.5490196078431373
Balazs Taroczy,,,Overall,145,0.4413793103448276,0.1793103448275862,0.3793103448275862
Baptiste Crepatte,,,Overall,102,0.49019607843137253,0.09803921568627451,0.4117647058823529
Beibit Zhukayev,,,Overall,109,0.41284403669724773,0.08256880733944955,0.5045871559633027
Ben Shelton,,,Overall,3769,0.4844786415494826,0.13955956487131865,0.37596179357919873
Benjamin Balleret,,,Overall,45,0.6666666666666666,0.1111111111111111,0.2222222222222222
Benjamin Becker,,,Overall,201,0.36318407960199006,0.11442786069651742,0.5223880597014925
Benjamin Bonzi,,,Overall,937,0.4429028815368196,0.08751334044823907,0.4695837780149413
Benjamin Hassan,,,Overall,62,0.6129032258064516,0.11290322580645161,0.27419354838709675
Benoit Paire,,,Overall,3525,0.5790070921985816,0.05673758865248227,0.36425531914893616
Bernabe Zapata Miralles,,,Overall,796,0.5301507537688442,0.1092964824120603,0.36055276381909546
Bernard Tomic,,,Overall,2434,0.5550534100246508,0.07888249794576828,0.36606409202958096
Bill Scanlon,,,Overall,89,0.550561797752809,0.06741573033707865,0.38202247191011235
Billy Harris,,,Overall,167,0.5449101796407185,0.11377245508982035,0.3413173652694611
Bjorn Borg,,,Overall,1938,0.49226006191950467,0.08410732714138287,0.4236326109391125
Bjorn Fratangelo,,,Overall,109,0.3761467889908257,0.10091743119266056,0.5229357798165137
Bjorn Phau,,,Overall,146,0.4383561643835616,0.14383561643835616,0.4178082191780822
Blaz Kavcic,,,Overall,317,0.4605678233438486,0.12302839116719243,0.416403785488959
Blaz Rola,,,Overall,151,0.5298013245033113,0.039735099337748346,0.4304635761589404
Bob Bryan,,,Overall,59,0.4067796610169492,0.11864406779661017,0.4745762711864407
Bobby Reynolds,,,Overall,90,0.4,0.022222222222222223,0.5777777777777777
Bohdan Ulihrach,,,Overall,75,0.49333333333333335,0.04,0.4666666666666667
Boris Becker,,,Overall,14556,0.44737565265182744,0.10586699642759,0.44675735092058255
Borna Coric,,,Overall,3702,0.457590491626148,0.05672609400324149,0.48568341437061047
Borna Gojo,,,Overall,111,0.4594594594594595,0.12612612612612611,0.4144144144144144
Botic Van De Zandschulp,,,Overall,8629,0.39599026538416965,0.13431452080194692,0.4696952138138834
Brad Gilbert,,,Overall,642,0.4968847352024922,0.06542056074766354,0.43769470404984423
Bradley Klahn,,,Overall,130,0.4230769230769231,0.03076923076923077,0.5461538461538461
Brandon Holt,,,Overall,143,0.32867132867132864,0.14685314685314685,0.5244755244755245
Brandon Nakashima,,,Overall,2760,0.527536231884058,0.0677536231884058,0.4047101449275362
Brayden Schnur,,,Overall,487,0.5379876796714579,0.06981519507186858,0.3921971252566735
Brian Battistone,,,Overall,74,0.5405405405405406,0.21621621621621623,0.24324324324324326
Brian Gottfried,,,Overall,138,0.4782608695652174,0.07971014492753623,0.4420289855072464
Brian Teacher,,,Overall,99,0.3434343434343434,0.5757575757575758,0.08080808080808081
Bruno Kuzuhara,,,Overall,158,0.4177215189873418,0.15822784810126583,0.4240506329113924
Bu Yunchaokete,,,Overall,254,0.46062992125984253,0.1220472440944882,0.41732283464566927
Byron Black,,,Overall,133,0.37593984962406013,0.10526315789473684,0.518796992481203
Cameron Norrie,,,Overall,3479,0.49468237999425124,0.08508192009198046,0.4202356999137683
Camilo Ugo Carabelli,,,Overall,753,0.32138114209827356,0.22576361221779548,0.45285524568393093
Carlos Alcaraz,,,Overall,16040,0.4759351620947631,0.17231920199501247,0.35174563591022445
Carlos Berlocq,,,Overall,600,0.46166666666666667,0.19,0.34833333333333333
Carlos Costa,,,Overall,149,0.5369127516778524,0.12751677852348994,0.33557046979865773
Carlos Eduardo Severino,,,Overall,63,0.23809523809523808,0.25396825396825395,0.5079365079365079
Carlos Gimeno Valero,,,Overall,40,0.2,0.675,0.125
Carlos Moya,,,Overall,2855,0.49772329246935204,0.16637478108581435,0.33590192644483363
Carlos Taberner,,,Overall,232,0.3706896551724138,0.14655172413793102,0.4827586206896552
Casper Ruud,,,Overall,11957,0.500459981600736,0.08221125700426528,0.41732876139499875
Cedric Pioline,,,Overall,1283,0.45908028059236167,0.1402961808261886,0.4006235385814497
Cedrik Marcel Stebe,,,Overall,58,0.4827586206896552,0.08620689655172414,0.43103448275862066
Cem Ilkel,,,Overall,198,0.4696969696969697,0.07575757575757576,0.45454545454545453
Charles Broom,,,Overall,90,0.34444444444444444,0.17777777777777778,0.4777777777777778
Chase Buchanan,,,Overall,62,0.5161290322580645,0.08064516129032258,0.4032258064516129
Chieh Fu Wang,,,Overall,41,0.4634146341463415,0.12195121951219512,0.4146341463414634
Chris Guccione,,,Overall,103,0.44660194174757284,0.05825242718446602,0.49514563106796117
Chris Lewis,,,Overall,256,0.41796875,0.04296875,0.5390625
Chris Woodruff,,,Overall,336,0.4732142857142857,0.07142857142857142,0.45535714285714285
Christian Bergstrom,,,Overall,69,0.4057971014492754,0.2318840579710145,0.36231884057971014
Christian Harrison,,,Overall,54,0.5,0.12962962962962962,0.37037037037037035
Christian Saceanu,,,Overall,106,0.3490566037735849,0.20754716981132076,0.44339622641509435
Christoph Negritu,,,Overall,65,0.5692307692307692,0.06153846153846154,0.36923076923076925
Christophe Roger Vasselin,,,Overall,54,0.5925925925925926,0.05555555555555555,0.35185185185185186
Christopher Eubanks,,,Overall,1333,0.536384096024006,0.04426106526631658,0.41935483870967744
Christopher Heyman,,,Overall,44,0.38636363636363635,0.20454545454545456,0.4090909090909091
Christopher Oconnell,,,Overall,1347,0.4357832219747587,0.03711952487008166,0.5270972531551597
Chun Hsin Tseng,,,Overall,210,0.3952380952380952,0.08571428571428572,0.5190476190476191
Clement Chidekh,,,Overall,94,0.4787234042553192,0.07446808510638298,0.44680851063829785
Coleman Wong,,,Overall,234,0.4658119658119658,0.1282051282051282,0.405982905982906
Colton Smith,,,Overall,66,0.4090909090909091,0.2878787878787879,0.30303030303030304
Conner Huertas Del Pino,,,Overall,95,0.4421052631578947,0.24210526315789474,0.3157894736842105
Constant Lestienne,,,Overall,314,0.5254777070063694,0.04777070063694268,0.4267515923566879
Cooper Kose,,,Overall,51,0.3137254901960784,0.37254901960784315,0.3137254901960784
Cooper Williams,,,Overall,57,0.45614035087719296,0.15789473684210525,0.38596491228070173
Corentin Denolly,,,Overall,108,0.6481481481481481,0.027777777777777776,0.32407407407407407
Corentin Moutet,,,Overall,1779,0.3856098931984261,0.21585160202360876,0.39853850477796515
Corrado Barazzutti,,,Overall,47,0.2553191489361702,0.7021276595744681,0.0425531914893617
Cristian Garin,,,Overall,2090,0.48564593301435405,0.09712918660287082,0.4172248803827751
Dalibor Svrcina,,,Overall,141,0.4397163120567376,0.2127659574468085,0.3475177304964539
Damir Dzumhur,,,Overall,671,0.5454545454545454,0.10283159463487332,0.35171385991058124
Dan Goldie,,,Overall,115,0.34782608695652173,0.25217391304347825,0.4
Dan Martin,,,Overall,53,0.49056603773584906,0.20754716981132076,0.3018867924528302
Daniel Altmaier,,,Overall,1582,0.5139064475347661,0.03350189633375474,0.4525916561314791
Daniel Cox,,,Overall,43,0.23255813953488372,0.18604651162790697,0.5813953488372093
Daniel De Jonge,,,Overall,81,0.5679012345679012,0.07407407407407407,0.35802469135802467
Daniel Dutra Da Silva,,,Overall,203,0.3891625615763547,0.1330049261083744,0.47783251231527096
Daniel Elahi Galan,,,Overall,1342,0.45901639344262296,0.10804769001490314,0.43293591654247393
Daniel Evans,,,Overall,2468,0.4319286871961102,0.11061588330632091,0.4574554294975689
Daniel Gimeno Traver,,,Overall,252,0.4166666666666667,0.13095238095238096,0.4523809523809524
Daniel Kosakowski,,,Overall,60,0.4,0.2,0.4
Daniel Masur,,,Overall,47,0.3404255319148936,0.2765957446808511,0.3829787234042553
Daniel Michalski,,,Overall,132,0.4318181818181818,0.12121212121212122,0.44696969696969696
Daniel Nestor,,,Overall,75,0.37333333333333335,0.14666666666666667,0.48
Daniel Nguyen,,,Overall,77,0.4805194805194805,0.09090909090909091,0.42857142857142855
Daniel Rincon,,,Overall,49,0.5102040816326531,0.10204081632653061,0.3877551020408163
Daniel Smethurst,,,Overall,58,0.3275862068965517,0.3448275862068966,0.3275862068965517
Daniel Vacek,,,Overall,77,0.38961038961038963,0.07792207792207792,0.5324675324675324
Daniil Medvedev,,,Overall,20506,0.4906368867648493,0.04359699600117039,0.4657661172339803
Danilo Petrovic,,,Overall,63,0.4444444444444444,0.1746031746031746,0.38095238095238093
Darian King,,,Overall,54,0.48148148148148145,0.1111111111111111,0.4074074074074074
Dario Acosta,,,Overall,46,0.4782608695652174,0.15217391304347827,0.3695652173913043
Darren Cahill,,,Overall,156,0.4423076923076923,0.19230769230769232,0.36538461538461536
David Ferrer,,,Overall,5780,0.41038062283737026,0.1897923875432526,0.3998269896193772
David Goffin,,,Overall,5901,0.4836468395187256,0.06405693950177936,0.452296220979495
David Guez,,,Overall,51,0.49019607843137253,0.0196078431372549,0.49019607843137253
David Nalbandian,,,Overall,3979,0.4699673284744911,0.09148027142498115,0.43855240010052776
David Perez Sanz,,,Overall,41,0.5365853658536586,0.14634146341463414,0.3170731707317073
David Prinosil,,,Overall,78,0.34615384615384615,0.21794871794871795,0.4358974358974359
David Wheaton,,,Overall,649,0.4098613251155624,0.19106317411402157,0.39907550077041604
Davide Sanguinetti,,,Overall,158,0.5316455696202531,0.0949367088607595,0.37341772151898733
Denis Gremelmayr,,,Overall,78,0.5384615384615384,0.10256410256410256,0.358974358974359
Denis Istomin,,,Overall,803,0.46077210460772106,0.0859277708592777,0.4533001245330012
Denis Kudla,,,Overall,783,0.39080459770114945,0.13026819923371646,0.4789272030651341
Denis Shapovalov,,,Overall,6933,0.46458964373287176,0.07269580268282129,0.46271455358430696
Dennis Novak,,,Overall,378,0.43915343915343913,0.1164021164021164,0.4444444444444444
Dennis Novikov,,,Overall,56,0.48214285714285715,0.08928571428571429,0.42857142857142855
Derrick Rostagno,,,Overall,270,0.4222222222222222,0.16666666666666666,0.4111111111111111
Devin Britton,,,Overall,96,0.4375,0.052083333333333336,0.5104166666666666
Diego Hartfield,,,Overall,117,0.6581196581196581,0.08547008547008547,0.2564102564102564
Diego Schwartzman,,,Overall,3751,0.4462809917355372,0.16448946947480672,0.3892295387896561
Dimitar Kuzmanov,,,Overall,150,0.47333333333333333,0.07333333333333333,0.4533333333333333
Dino Prizmic,,,Overall,452,0.5575221238938053,0.13274336283185842,0.30973451327433627
Dmitry Popko,,,Overall,325,0.49538461538461537,0.12615384615384614,0.37846153846153846
Dmitry Tursunov,,,Overall,304,0.4967105263157895,0.039473684210526314,0.46381578947368424
Dominic Stricker,,,Overall,344,0.4622093023255814,0.046511627906976744,0.49127906976744184
Dominic Thiem,,,Overall,14286,0.49615007699846003,0.0622987540249195,0.44155116897662045
Dominik Hrbaty,,,Overall,369,0.4715447154471545,0.13821138211382114,0.3902439024390244
Dominik Koepfer,,,Overall,983,0.3916581892166836,0.23601220752797558,0.3723296032553408
Donald Young,,,Overall,234,0.43162393162393164,0.2094017094017094,0.358974358974359
Duck Hee Lee,,,Overall,50,0.44,0.06,0.5
Dudi Sela,,,Overall,409,0.5183374083129584,0.05867970660146699,0.4229828850855746
Duje Ajdukovic,,,Overall,84,0.3333333333333333,0.11904761904761904,0.5476190476190477
Dusan Lajovic,,,Overall,2702,0.5173945225758697,0.10473723168023687,0.37786824574389344
Dustin Brown,,,Overall,1138,0.44112478031634444,0.09578207381370826,0.46309314586994726
Dylan Dietrich,,,Overall,48,0.4375,0.125,0.4375
Dzmitry Zhyrmont,,,Overall,85,0.49411764705882355,0.08235294117647059,0.4235294117647059
Edouard Roger Vasselin,,,Overall,229,0.4585152838427948,0.15283842794759825,0.388646288209607
Eduardo Masso,,,Overall,101,0.48514851485148514,0.2079207920792079,0.3069306930693069
Eduardo Struvay,,,Overall,53,0.39622641509433965,0.09433962264150944,0.5094339622641509
Egor Gerasimov,,,Overall,778,0.5411311053984575,0.07840616966580977,0.38046272493573263
Elias Ymer,,,Overall,160,0.4875,0.13125,0.38125
Eliot Spizzirri,,,Overall,131,0.4198473282442748,0.19083969465648856,0.3893129770992366
Elliot Benchetrit,,,Overall,272,0.4264705882352941,0.14705882352941177,0.4264705882352941
Elmer Moller,,,Overall,423,0.39243498817966904,0.19621749408983452,0.41134751773049644
Emil Ruusuvuori,,,Overall,2960,0.36993243243243246,0.19324324324324324,0.43682432432432433
Emilio Gomez,,,Overall,174,0.4827586206896552,0.16091954022988506,0.3563218390804598
Emilio Nava,,,Overall,380,0.48947368421052634,0.14473684210526316,0.36578947368421055
Emilio Sanchez,,,Overall,336,0.45535714285714285,0.13988095238095238,0.40476190476190477
Enzo Couacaud,,,Overall,218,0.3944954128440367,0.10091743119266056,0.5045871559633027
Ergi Kirkin,,,Overall,68,0.3235294117647059,0.3088235294117647,0.36764705882352944
Ernesto Escobedo,,,Overall,64,0.5,0.0625,0.4375
Ernests Gulbis,,,Overall,1343,0.4653760238272524,0.11243484735666419,0.4221891288160834
Ethan Quinn,,,Overall,509,0.37524557956778,0.14341846758349705,0.481335952848723
Evan Furness,,,Overall,59,0.4067796610169492,0.1864406779661017,0.4067796610169492
Evan King,,,Overall,106,0.49056603773584906,0.03773584905660377,0.4716981132075472
Evan Zhu,,,Overall,58,0.39655172413793105,0.3448275862068966,0.25862068965517243
Evgeny Donskoy,,,Overall,336,0.5,0.09821428571428571,0.4017857142857143
Evgeny Korolev,,,Overall,42,0.3333333333333333,0.14285714285714285,0.5238095238095238
Fabian Marozsan,,,Overall,1464,0.4808743169398907,0.10314207650273224,0.41598360655737704
Fabio Fognini,,,Overall,3217,0.4473111594653404,0.12402859807273858,0.428660242461921
Fabrice Santoro,,,Overall,982,0.5203665987780041,0.08961303462321792,0.390020366598778
Facundo Arguello,,,Overall,60,0.38333333333333336,0.25,0.36666666666666664
Facundo Bagnis,,,Overall,434,0.35714285714285715,0.1359447004608295,0.5069124423963134
Facundo Diaz Acosta,,,Overall,284,0.3873239436619718,0.16549295774647887,0.4471830985915493
Facundo Mena,,,Overall,54,0.5185185185185185,0.3333333333333333,0.14814814814814814
Farrukh Dustov,,,Overall,141,0.4326241134751773,0.16312056737588654,0.40425531914893614
Federico Agustin Gomez,,,Overall,42,0.6190476190476191,0.14285714285714285,0.23809523809523808
Federico Arnaboldi,,,Overall,45,0.4888888888888889,0.15555555555555556,0.35555555555555557
Federico Cina,,,Overall,221,0.4841628959276018,0.1493212669683258,0.3665158371040724
Federico Coria,,,Overall,669,0.4484304932735426,0.10612855007473841,0.445440956651719
Federico Delbonis,,,Overall,1379,0.4423495286439449,0.17331399564902103,0.3843364757070341
Federico Gaio,,,Overall,123,0.4634146341463415,0.08943089430894309,0.44715447154471544
Federico Luzzi,,,Overall,89,0.4943820224719101,0.24719101123595505,0.25842696629213485
Feliciano Lopez,,,Overall,4465,0.4474804031354983,0.09585666293393057,0.4566629339305711
Felix Auger Aliassime,,,Overall,7359,0.4802282918874847,0.07487430357385515,0.44489740453866017
Felix Mantilla,,,Overall,443,0.5620767494356659,0.18510158013544017,0.2528216704288939
Fernando Gonzalez,,,Overall,4172,0.48609779482262705,0.0764621284755513,0.43744007670182167
Fernando Meligeni,,,Overall,61,0.32786885245901637,0.21311475409836064,0.45901639344262296
Fernando Romboli,,,Overall,46,0.391304347826087,0.1956521739130435,0.41304347826086957
Fernando Verdasco,,,Overall,3798,0.471563981042654,0.10689836756187467,0.4215376513954713
Fernon Wibier,,,Overall,93,0.3333333333333333,0.23655913978494625,0.43010752688172044
Filip Bergevi,,,Overall,71,0.5352112676056338,0.08450704225352113,0.38028169014084506
Filip Cristian Jianu,,,Overall,63,0.47619047619047616,0.14285714285714285,0.38095238095238093
Filip Dewulf,,,Overall,117,0.42735042735042733,0.11965811965811966,0.452991452991453
Filip Horansky,,,Overall,49,0.3673469387755102,0.12244897959183673,0.5102040816326531
Filip Krajinovic,,,Overall,1618,0.46909765142150806,0.06180469715698393,0.46909765142150806
Filip Misolic,,,Overall,418,0.39952153110047844,0.07416267942583732,0.5263157894736842
Filippo Volandri,,,Overall,395,0.41012658227848103,0.30886075949367087,0.2810126582278481
Fitriadi M Rifqi,,,Overall,46,0.5869565217391305,0.1956521739130435,0.21739130434782608
Flavio Cobolli,,,Overall,1685,0.5002967359050445,0.07181008902077152,0.42789317507418395
Flavio Saretta,,,Overall,129,0.4418604651162791,0.14728682170542637,0.4108527131782946
Florent Serra,,,Overall,72,0.5555555555555556,0.09722222222222222,0.3472222222222222
Florian Mayer,,,Overall,609,0.42036124794745483,0.1592775041050903,0.42036124794745483
Frances Tiafoe,,,Overall,3479,0.451279103190572,0.09198045415349239,0.4567404426559356
Francesco Maestrelli,,,Overall,77,0.5324675324675324,0.14285714285714285,0.3246753246753247
Francesco Passaro,,,Overall,141,0.46099290780141844,0.16312056737588654,0.375886524822695
Francisco Cerundolo,,,Overall,3143,0.47756920139993636,0.16162901686286987,0.36080178173719374
Francisco Clavet,,,Overall,196,0.45408163265306123,0.25,0.29591836734693877
Francisco Comesana,,,Overall,609,0.3727422003284072,0.07717569786535304,0.5500821018062397
Francisco Llanes,,,Overall,47,0.3617021276595745,0.14893617021276595,0.48936170212765956
Franco Skugor,,,Overall,58,0.5172413793103449,0.034482758620689655,0.4482758620689655
Franco Squillari,,,Overall,160,0.3875,0.15,0.4625
Frank Dancevic,,,Overall,125,0.624,0.048,0.328
Gabriel Decamps,,,Overall,74,0.43243243243243246,0.20270270270270271,0.36486486486486486
Gabriel Diallo,,,Overall,1096,0.4607664233576642,0.11952554744525548,0.4197080291970803
Gabriel Markus,,,Overall,135,0.4444444444444444,0.2,0.35555555555555557
Gabriele Felline,,,Overall,57,0.17543859649122806,0.6140350877192983,0.21052631578947367
Gael Monfils,,,Overall,11039,0.4666183531116949,0.07020563456834858,0.46317601231995653
Galo Blanco,,,Overall,47,0.5319148936170213,0.0,0.46808510638297873
Gary Muller,,,Overall,117,0.4444444444444444,0.1623931623931624,0.39316239316239315
Gastao Elias,,,Overall,50,0.4,0.3,0.3
Gaston Etlis,,,Overall,154,0.5584415584415584,0.14935064935064934,0.2922077922077922
Gaston Gaudio,,,Overall,623,0.46709470304975925,0.08667736757624397,0.4462279293739968
