player,unreturned_pct,ace_rate,short_point_pct,pressure_serve_win_pct,pressure_return_win_pct,style_cluster,style_label
Jay Clarke,0.013445378151260503,0.010588235294117648,0.26638655462184874,0.4562998405103668,0.029166666666666667,1,Baseline Grinder
Jean Rene Lisnard,0.0,0.0,0.1863741453704734,0.4235842985842986,0.11762820512820513,1,Baseline Grinder
Jean Yves Aubone,0.0,0.038615664845173044,0.36318306010928963,0.8468531468531468,0.4501984126984127,2,All-Court Balanced
Jeff Tarango,0.0,0.046096743295019164,0.3314617362371446,0.7011904761904761,0.06533575317604355,1,Baseline Grinder
Jelle Sels,0.0,0.04751324382888261,0.24584622470872308,0.6472231074498461,0.37498741071501657,3,Counter-Puncher
Jenson Brooksby,0.014261481304058061,0.028798281974118347,0.23179357994463304,0.6132597043168738,0.35933560717055224,3,Counter-Puncher
Jeremy Chardy,0.02118438144407578,0.08274535945755485,0.3574212283249803,0.6196127435478049,0.30763161946449075,2,All-Court Balanced
Jeremy Jahn,0.03413976286316712,0.02173914263049769,0.2684763043142912,0.595063576751839,0.33552532123960693,3,Counter-Puncher
Jerome Kym,0.015125216960079346,0.060500867840317385,0.40563564875491487,0.7868275515334339,0.07555555555555556,2,All-Court Balanced
Jerome Potier,0.0,0.017651888341543513,0.19020251778872468,0.3295454545454546,0.43257575757575756,1,Baseline Grinder
Jerzy Janowicz,0.01018136240544897,0.09109480724093706,0.36778452044507004,0.6303657076019411,0.2719128310939941,2,All-Court Balanced
Jesper De Jong,0.006927277784489326,0.0921116343187991,0.35240041706760983,0.6536632257508541,0.395933042696534,2,All-Court Balanced
Jim Courier,0.001262570436866052,0.0668744854220847,0.3189650379029417,0.6450334682406663,0.3823805064708735,2,All-Court Balanced
Jimmy Arias,0.008165769848012839,0.04121251455363605,0.19780513132234126,0.5627857423373728,0.27797986948402553,3,Counter-Puncher
Jimmy Connors,0.0020497080474759875,0.014262529224471744,0.20391577412158737,0.589847636111006,0.3685266485457976,3,Counter-Puncher
Jimmy Wang,0.023059605654542365,0.04712344066402146,0.23429665162408622,0.4912248549475461,0.3258441558441559,3,Counter-Puncher
Jiri Hrebec,0.0,0.0268421731836366,0.19553842724574433,0.4446428571428571,0.3267663371111647,1,Baseline Grinder
Jiri Lehecka,0.11031394716025389,0.08097513881570689,0.3701716928146435,0.6449822684331377,0.31681396365448755,0,Big-Serve Aggressor
Jiri Novak,0.001646556058320764,0.03150913192125225,0.2507929900587311,0.6187409063564167,0.35818630412645436,3,Counter-Puncher
Jiri Vanek,0.0,0.04261640366257549,0.3090186990952933,0.5813545150501672,0.5404135338345865,3,Counter-Puncher
Jiri Vesely,0.0176265085030366,0.10357882983828211,0.3955548948046892,0.6893072181398792,0.43316091175066096,2,All-Court Balanced
Jo Wilfried Tsonga,0.010319072728243622,0.10705571280222413,0.37356661263298335,0.6803736044563348,0.3497953914855267,2,All-Court Balanced
Joachim Johansson,0.02851220155409591,0.15914917235500112,0.3875661952068816,0.661521528343779,0.34729567307692305,2,All-Court Balanced
Joakim Nystrom,0.048219241443108234,0.06429232192414432,0.415536882858807,0.6339209401709401,0.43854166666666666,0,Big-Serve Aggressor
Joao Fonseca,0.07496744482188673,0.06311600608493959,0.3482056101122035,0.6428100567991107,0.3829720455891448,0,Big-Serve Aggressor
Joao Menezes,0.0,0.030463680962177563,0.33161594114186926,0.6042124877810362,0.4404461279461279,3,Counter-Puncher
Joao Sousa,0.006470074090710817,0.040644574166704174,0.26565781720930953,0.5737208044882446,0.3258878781767778,3,Counter-Puncher
Joao Souza,0.0,0.025792188651436992,0.3959809534606882,0.8468614718614719,0.4177609427609428,2,All-Court Balanced
Johan Kriek,0.0,0.032739117524850474,0.3119746118617711,0.5030760922936102,0.37591956654456654,3,Counter-Puncher
Johan Sebastien Tatlot,0.0,0.03195352214960058,0.23740014524328248,0.45654761904761904,0.14215686274509806,1,Baseline Grinder
Johannes Haerteis,0.0,0.23169954374664523,0.4851549919484703,0.7604433077578857,0.3036184210526316,2,All-Court Balanced
John Isner,0.038686801143800444,0.17101107029927642,0.5039509636752254,0.7182875851305419,0.260822446891124,2,All-Court Balanced
John Marks,0.0,0.0,0.329868125701459,0.6191992433795712,0.31914935785635007,3,Counter-Puncher
John Mcenroe,0.006821377348546492,0.06088206801542772,0.40401334274303863,0.6433436874041412,0.36187298428872405,2,All-Court Balanced
John Millman,0.01864336103397725,0.03224726897462869,0.25677094093655184,0.6289336886871602,0.38674844268005243,3,Counter-Puncher
John Newcombe,0.00380606669519506,0.06644295165332462,0.40905585416542356,0.672394280481042,0.37949011034218205,2,All-Court Balanced
Jonas Bjorkman,0.003385569230126654,0.04758672048189085,0.31303828986378546,0.6270789314302715,0.2838702259600824,3,Counter-Puncher
Jonas Svensson,0.0031148702976321265,0.01851216734616563,0.2170018187433273,0.5205306828232095,0.37363650530539616,3,Counter-Puncher
Jordan Thompson,0.028514902960069612,0.08035887852345573,0.3293599536859078,0.6323035641674146,0.3310755311284379,2,All-Court Balanced
Jordi Arrese,0.0,0.010677840288980592,0.1267488603750427,0.6396985109833406,0.44194939824735224,3,Counter-Puncher
Joris De Loore,0.029215229215229215,0.04382284382284382,0.3290112665112665,0.4823529411764706,0.3520833333333333,3,Counter-Puncher
Jose Acasuso,0.06743295019157088,0.05057471264367816,0.36642036124794747,0.6551298701298701,0.28125,0,Big-Serve Aggressor
Jose Hernandez,0.0,0.06302521008403361,0.26279602750190983,0.760625,0.4255952380952381,3,Counter-Puncher
Jose Higueras,0.0,0.0,0.07212121212121213,0.4503968253968254,0.44375,3,Counter-Puncher
Jose Luis Clerc,0.0,0.03164556962025317,0.1329113924050633,0.6363881480900463,0.33187694658282896,3,Counter-Puncher
Jose Rubin Statham,0.0,0.03737373737373737,0.17041847041847044,0.5248015873015873,0.11534090909090909,1,Baseline Grinder
Joshua Sheehy,0.031626235399820304,0.12650494159928122,0.49673554956573823,0.8189102564102564,0.43214285714285716,2,All-Court Balanced
Jozef Kovalik,0.00912874384022284,0.036218449055599115,0.3063429671252987,0.6646925265028714,0.2710081403708855,3,Counter-Puncher
Juan Aguilera,0.0,0.03365384615384615,0.21987179487179487,0.5509856630824372,0.5787359659310879,3,Counter-Puncher
Juan Antonio Marin,0.005638497009542072,0.06829264144136403,0.31766666398102866,0.5623780657748049,0.3927616501145913,3,Counter-Puncher
Juan Bautista Torres,0.0,0.014211180124223602,0.17795629169542213,0.5121772300469484,0.3734778121775026,3,Counter-Puncher
Juan Carlos Ferrero,0.0024377088795170068,0.055665458191175556,0.2800293508368175,0.6363458128586221,0.32620373731825214,3,Counter-Puncher
Juan Carlos Prado Angelo,0.009247087313224794,0.0304659653268168,0.20449931198390545,0.522761712433378,0.3386797369475673,3,Counter-Puncher
Juan Carlos Saez,0.0,0.049764049764049766,0.1244101244101244,0.12417582417582418,0.14285714285714285,1,Baseline Grinder
Juan Ignacio Chela,0.0,0.03693305337502949,0.19650047616103894,0.5418069021771068,0.30854747845594527,3,Counter-Puncher
Juan Ignacio Londero,0.004164871593465608,0.03760726819364849,0.27785199645591796,0.6038269994749792,0.3532984156230456,3,Counter-Puncher
Juan Manuel Cerundolo,0.002590826120237885,0.03045183296336501,0.211746281185468,0.5952916193859643,0.3372907550877615,3,Counter-Puncher
