player_name,date,surface,player_type,player_rank,player_rank_points,r_bp_created_mean,r_bp_converted_mean,r_bp_faced_mean,r_bp_saved_mean,r_bp_conv_rate,r_bp_save_rate,r_win_rate,r_matches_played
Sjeng Schalken,2005-07-18,Hard,Counter-Puncher,202.0,195.0,7.375,2.9375,7.375,4.0,0.3983050847457627,0.5423728813559322,0.4375,16.0
David Sanchez,2005-09-26,Clay,Unknown,138.0,302.0,7.5,3.25,8.0,4.1,0.43333333333333335,0.5125,0.45,20.0
Thomas Enqvist,2005-10-24,Carpet,All-Court Balanced,157.0,249.0,6.388888888888889,2.6666666666666665,8.555555555555555,5.388888888888889,0.41739130434782606,0.6298701298701299,0.3333333333333333,18.0
Alexander Popp,2005-10-24,Carpet,All-Court Balanced,241.0,147.0,5.375,1.6875,8.4375,4.875,0.313953488372093,0.5777777777777777,0.25,16.0
Mariano Puerta,2005-11-14,Carpet,Counter-Puncher,10.0,1799.0,4.85,1.6,6.9,4.45,0.32989690721649484,0.644927536231884,0.45,20.0
Gregory Carraz,2006-01-02,Hard,Unknown,167.0,233.0,4.733333333333333,1.5333333333333334,6.333333333333333,3.8666666666666667,0.323943661971831,0.6105263157894737,0.26666666666666666,15.0
Sargis Sargsian,2006-02-27,Hard,All-Court Balanced,391.0,74.0,3.3846153846153846,1.5384615384615385,8.76923076923077,4.384615384615385,0.45454545454545453,0.5,0.23076923076923078,13.0
Albert Costa,2006-04-24,Clay,Counter-Puncher,249.0,143.0,6.7,2.55,8.6,5.1,0.3805970149253731,0.5930232558139535,0.4,20.0
Irakli Labadze,2006-06-26,Grass,Counter-Puncher,166.0,249.0,5.2631578947368425,2.263157894736842,8.210526315789474,5.315789473684211,0.43,0.6474358974358975,0.3684210526315789,19.0
Tomas Behrend,2006-07-17,Hard,Baseline Grinder,152.0,270.0,6.1,2.6,7.7,3.85,0.4262295081967213,0.5,0.3,20.0
Alex Calatrava,2006-07-24,Clay,Unknown,188.0,214.0,6.15,2.2,7.85,4.65,0.35772357723577236,0.5923566878980892,0.2,20.0
Greg Rusedski,2006-08-28,Hard,All-Court Balanced,136.0,310.0,4.55,1.75,6.8,3.75,0.38461538461538464,0.5514705882352942,0.3,20.0
Jeff Morrison,2006-08-28,Hard,Unknown,157.0,260.0,6.45,2.45,6.65,3.65,0.3798449612403101,0.5488721804511278,0.3,20.0
Mark Philippoussis,2006-08-28,Hard,All-Court Balanced,113.0,381.0,6.0,2.05,5.7,3.45,0.3416666666666667,0.6052631578947368,0.55,20.0
Andre Agassi,2006-08-28,Hard,Counter-Puncher,39.0,925.0,7.55,2.7,5.9,3.55,0.3576158940397351,0.6016949152542372,0.55,20.0
Razvan Sabau,2006-09-11,Clay,Unknown,163.0,255.0,4.45,1.85,10.35,5.9,0.4157303370786517,0.5700483091787439,0.15,20.0
Edgardo Massa,2006-10-02,Hard,Unknown,240.0,163.0,6.0625,2.375,7.9375,4.875,0.3917525773195876,0.6141732283464567,0.375,16.0
Jiri Novak,2006-10-23,Carpet,Counter-Puncher,122.0,361.0,6.7,2.4,6.65,3.85,0.3582089552238806,0.5789473684210527,0.45,20.0
Alan Mackin,2007-01-15,Hard,Baseline Grinder,270.0,147.0,4.25,2.0,12.25,7.0,0.47058823529411764,0.5714285714285714,0.0,8.0
Cyril Saulnier,2007-02-12,Hard,Unknown,259.0,151.0,4.6,1.85,6.55,4.0,0.40217391304347827,0.6106870229007634,0.35,20.0
Paradorn Srichaphan,2007-03-19,Hard,All-Court Balanced,83.0,485.0,5.25,1.55,5.75,3.5,0.29523809523809524,0.6086956521739131,0.45,20.0
Jan Michael Gambill,2007-04-09,Clay,All-Court Balanced,671.0,25.0,4.888888888888889,1.3333333333333333,6.166666666666667,3.8333333333333335,0.2727272727272727,0.6216216216216216,0.3333333333333333,18.0
Lars Burgsmuller,2007-04-09,Clay,Unknown,263.0,150.0,5.15,2.2,7.8,4.3,0.42718446601941745,0.5512820512820513,0.25,20.0
Albert Portas,2007-04-15,Clay,Unknown,131.0,340.0,6.2,2.75,8.2,4.75,0.4435483870967742,0.5792682926829268,0.45,20.0
Juan Antonio Marin,2007-04-23,Clay,Counter-Puncher,259.0,148.0,6.45,2.85,6.8,3.2,0.4418604651162791,0.47058823529411764,0.3,20.0
Tobias Summerer,2007-05-14,Clay,Unknown,219.0,176.0,4.625,1.625,8.875,4.875,0.35135135135135137,0.5492957746478874,0.125,8.0
Bohdan Ulihrach,2007-06-25,Grass,Counter-Puncher,145.0,291.0,7.833333333333333,2.25,9.5,5.583333333333333,0.2872340425531915,0.5877192982456141,0.16666666666666666,12.0
Wayne Arthurs,2007-06-25,Grass,All-Court Balanced,195.0,219.0,4.8,1.7,5.3,3.15,0.3541666666666667,0.5943396226415094,0.45,20.0
Daniele Bracciali,2007-07-09,Grass,Unknown,139.0,305.0,4.75,1.45,6.65,3.9,0.30526315789473685,0.5864661654135338,0.35,20.0
Antony Dupuis,2007-07-09,Grass,Unknown,221.0,177.0,5.05,1.8,5.0,3.0,0.3564356435643564,0.6,0.45,20.0
Federico Luzzi,2007-07-23,Clay,Counter-Puncher,111.0,385.0,6.375,2.4375,8.9375,4.9375,0.38235294117647056,0.5524475524475524,0.3125,16.0
Felix Mantilla,2007-07-23,Clay,Counter-Puncher,421.0,72.0,7.8,3.6,9.3,5.4,0.46153846153846156,0.5806451612903226,0.45,20.0
Nathan Healey,2007-07-29,Hard,Unknown,173.0,245.0,7.25,2.4375,7.125,4.625,0.33620689655172414,0.6491228070175439,0.375,16.0
Alexander Waske,2007-08-27,Hard,All-Court Balanced,139.0,303.0,3.2,1.4,6.3,3.9,0.4375,0.6190476190476191,0.25,20.0
Juan Pablo Guzman,2007-08-27,Hard,Unknown,132.0,321.0,6.133333333333334,2.2666666666666666,7.133333333333334,4.066666666666666,0.3695652173913043,0.5700934579439252,0.3333333333333333,15.0
Paul Goldstein,2007-08-27,Hard,Unknown,97.0,424.0,7.55,3.25,8.85,5.15,0.4304635761589404,0.5819209039548022,0.4,20.0
Tim Henman,2007-08-27,Hard,All-Court Balanced,91.0,445.0,7.4,3.15,8.3,5.3,0.42567567567567566,0.6385542168674698,0.35,20.0
Davide Sanguinetti,2007-09-24,Hard,Counter-Puncher,253.0,148.0,5.7,2.05,7.45,4.5,0.35964912280701755,0.6040268456375839,0.3,20.0
Wesley Moodie,2007-10-01,Hard,Baseline Grinder,157.0,274.0,3.85,1.55,5.1,3.15,0.4025974025974026,0.6176470588235294,0.45,20.0
Kenneth Carlsen,2007-10-07,Hard,All-Court Balanced,304.0,117.0,5.7,2.0,5.55,3.15,0.3508771929824561,0.5675675675675675,0.4,20.0
Peter Wessels,2007-10-07,Hard,Unknown,200.0,212.0,6.4,2.25,6.2,4.05,0.3515625,0.6532258064516129,0.45,20.0
Justin Gimelstob,2007-10-22,Carpet,Unknown,549.0,40.0,3.9,1.25,8.05,4.85,0.32051282051282054,0.6024844720496895,0.15,20.0
Tomas Cakl,2008-01-07,Hard,Unknown,283.0,135.0,3.888888888888889,1.4444444444444444,7.666666666666667,4.555555555555555,0.37142857142857144,0.5942028985507246,0.2222222222222222,9.0
Konstantinos Economidis,2008-01-14,Hard,Unknown,142.0,299.0,4.9,1.4,7.9,4.0,0.2857142857142857,0.5063291139240507,0.1,10.0
Alun Jones,2008-01-14,Hard,Unknown,137.0,313.0,8.375,3.5,9.875,5.375,0.417910447761194,0.5443037974683544,0.375,8.0
Adrian Garcia,2008-01-28,Clay,Counter-Puncher,213.0,193.0,4.909090909090909,1.9090909090909092,7.454545454545454,3.727272727272727,0.3888888888888889,0.5,0.09090909090909091,11.0
Mariano Zabaleta,2008-01-28,Clay,Counter-Puncher,118.0,366.0,9.1,3.25,8.1,4.6,0.35714285714285715,0.5679012345679012,0.45,20.0
Diego Hartfield,2008-04-14,Clay,Counter-Puncher,137.0,323.0,7.7,2.8,7.5,4.2,0.36363636363636365,0.56,0.35,20.0
Hugo Armando,2008-04-14,Clay,Unknown,205.0,192.0,5.5625,1.875,7.1875,4.375,0.33707865168539325,0.6086956521739131,0.25,16.0
Rainer Eitzinger,2008-05-18,Clay,Unknown,263.0,140.0,6.625,2.875,7.125,4.25,0.4339622641509434,0.5964912280701754,0.375,8.0
Michal Tabara,2008-05-18,Clay,Unknown,596.0,36.0,8.857142857142858,3.2142857142857144,9.357142857142858,4.785714285714286,0.3629032258064516,0.5114503816793893,0.2857142857142857,14.0
Gustavo Kuerten,2008-05-25,Clay,All-Court Balanced,1141.0,5.0,5.05,1.5,7.25,4.05,0.297029702970297,0.5586206896551724,0.2,20.0
Michal Mertinak,2008-06-09,Clay,Unknown,555.0,42.0,5.909090909090909,2.727272727272727,6.545454545454546,4.0,0.46153846153846156,0.6111111111111112,0.36363636363636365,11.0
Werner Eschauer,2008-07-14,Clay,Counter-Puncher,218.0,179.0,4.7,1.7,7.25,3.8,0.3617021276595745,0.5241379310344828,0.1,20.0
Martin Verkerk,2008-07-14,Clay,All-Court Balanced,270.0,136.0,2.727272727272727,0.7272727272727273,6.2727272727272725,3.3636363636363638,0.26666666666666666,0.5362318840579711,0.0,11.0
Guillermo Coria,2008-07-14,Clay,Counter-Puncher,564.0,41.0,8.25,3.85,9.8,5.05,0.4666666666666667,0.5153061224489796,0.25,20.0
Kristian Pless,2008-07-14,Hard,All-Court Balanced,128.0,371.0,5.0,1.95,7.15,4.2,0.39,0.5874125874125874,0.2,20.0
Dusan Vemic,2008-08-04,Hard,Unknown,178.0,229.0,7.333333333333333,2.388888888888889,6.5,4.055555555555555,0.32575757575757575,0.6239316239316239,0.4444444444444444,18.0
Zack Fleishman,2008-08-04,Hard,Unknown,437.0,67.0,4.733333333333333,2.066666666666667,7.2,4.0,0.43661971830985913,0.5555555555555556,0.3333333333333333,15.0
Max Mirnyi,2008-08-11,Hard,All-Court Balanced,373.0,84.0,5.5,1.8,5.7,3.1,0.32727272727272727,0.543859649122807,0.3,20.0
Tomas Zib,2008-08-25,Hard,Baseline Grinder,292.0,124.0,4.2,1.65,7.7,4.3,0.39285714285714285,0.5584415584415584,0.3,20.0
Luis Horna,2008-08-25,Hard,Unknown,95.0,484.0,5.45,1.95,6.4,3.55,0.3577981651376147,0.5546875,0.35,20.0
Sam Warburg,2008-08-25,Hard,Unknown,169.0,255.0,5.714285714285714,2.2142857142857144,6.5,3.5,0.3875,0.5384615384615384,0.35714285714285715,14.0
Robert Smeets,2008-09-22,Hard,Unknown,168.0,255.0,5.25,1.5,11.125,7.0,0.2857142857142857,0.6292134831460674,0.125,8.0
Jonas Bjorkman,2008-10-06,Hard,Counter-Puncher,173.0,248.0,4.65,1.9,6.3,3.35,0.40860215053763443,0.5317460317460317,0.35,20.0
Thomas Johansson,2008-10-06,Hard,All-Court Balanced,87.0,521.0,6.0,2.05,8.45,5.5,0.3416666666666667,0.650887573964497,0.4,20.0
Lukas Dlouhy,2009-01-05,Hard,Unknown,180.0,452.0,6.4,2.3,8.35,5.0,0.359375,0.5988023952095808,0.3,20.0
Hyung Taik Lee,2009-01-05,Hard,Counter-Puncher,115.0,864.0,7.55,3.0,8.3,4.7,0.3973509933774834,0.5662650602409639,0.35,20.0
Bjorn Rehnquist,2009-01-19,Hard,Unknown,191.0,442.0,5.777777777777778,2.2222222222222223,8.222222222222221,4.333333333333333,0.38461538461538464,0.527027027027027,0.3333333333333333,9.0
Boris Pashanski,2009-02-02,Clay,Unknown,166.0,496.0,4.85,2.0,7.7,3.9,0.41237113402061853,0.5064935064935064,0.3,20.0
Andrea Stoppini,2009-02-09,Hard,Unknown,209.0,381.0,4.333333333333333,2.3333333333333335,9.0,5.666666666666667,0.5384615384615384,0.6296296296296297,0.3333333333333333,9.0
Flavio Saretta,2009-02-09,Clay,Counter-Puncher,544.0,90.0,7.15,3.0,9.75,6.3,0.4195804195804196,0.6461538461538462,0.45,20.0
George Bastl,2009-02-16,Hard,Baseline Grinder,227.0,332.0,5.4,1.8,6.75,3.75,0.3333333333333333,0.5555555555555556,0.3,20.0
Todd Widom,2009-03-12,Hard,Unknown,232.0,326.0,5.5,2.25,7.25,4.125,0.4090909090909091,0.5689655172413793,0.625,8.0
Oliver Marach,2009-04-06,Clay,Unknown,464.0,114.0,4.3,1.7,7.5,4.4,0.3953488372093023,0.5866666666666667,0.35,20.0
Scoville Jenkins,2009-04-06,Clay,Baseline Grinder,202.0,383.0,6.578947368421052,2.3684210526315788,10.526315789473685,6.473684210526316,0.36,0.615,0.3157894736842105,19.0
Robin Vik,2009-05-17,Clay,Baseline Grinder,378.0,154.0,6.65,3.2,8.65,4.7,0.48120300751879697,0.5433526011560693,0.25,20.0
Jiri Vanek,2009-05-25,Clay,Counter-Puncher,155.0,487.0,5.55,2.5,10.5,6.4,0.45045045045045046,0.6095238095238096,0.35,20.0
Mathieu Montcourt,2009-05-25,Clay,Unknown,123.0,636.0,7.142857142857143,3.0714285714285716,7.928571428571429,3.7142857142857144,0.43,0.46846846846846846,0.35714285714285715,14.0
Fernando Vicente,2009-06-08,Grass,Unknown,268.0,245.0,6.5,1.7,9.55,5.15,0.26153846153846155,0.5392670157068062,0.1,20.0
Joseph Sirianni,2009-06-08,Grass,Unknown,254.0,273.0,5.8125,1.75,6.625,4.1875,0.3010752688172043,0.6320754716981132,0.375,16.0
Raemon Sluiter,2009-06-14,Grass,Unknown,866.0,23.0,4.95,2.1,5.0,2.7,0.42424242424242425,0.54,0.5,20.0
Dick Norman,2009-06-14,Grass,Unknown,263.0,246.0,5.6,1.9,9.1,6.05,0.3392857142857143,0.6648351648351648,0.3,20.0
Roko Karanusic,2009-06-22,Grass,Unknown,110.0,676.0,8.8,3.2,8.6,4.85,0.36363636363636365,0.563953488372093,0.3,20.0
Luka Gregorc,2009-06-22,Grass,Unknown,195.0,355.0,5.0,2.6666666666666665,5.916666666666667,3.1666666666666665,0.5333333333333333,0.5352112676056338,0.5,12.0
Agustin Calleri,2009-06-22,Grass,Counter-Puncher,148.0,495.0,4.55,2.05,7.9,4.75,0.45054945054945056,0.6012658227848101,0.25,20.0
Guillermo Canas,2009-07-13,Clay,Counter-Puncher,151.0,452.0,6.3,2.6,9.05,5.6,0.4126984126984127,0.6187845303867403,0.2,20.0
Sergio Roitman,2009-07-27,Clay,Unknown,121.0,563.0,5.75,1.85,8.4,4.4,0.3217391304347826,0.5238095238095238,0.2,20.0
Sebastien De Chaunac,2009-09-21,Hard,Unknown,144.0,424.0,5.947368421052632,2.210526315789474,8.0,4.7368421052631575,0.37168141592920356,0.5921052631578947,0.3157894736842105,19.0
Andrei Pavel,2009-09-21,Clay,Counter-Puncher,646.0,40.0,4.9,2.15,7.35,3.9,0.4387755102040816,0.5306122448979592,0.3,20.0
Takao Suzuki,2009-10-05,Hard,All-Court Balanced,355.0,116.0,4.363636363636363,1.9090909090909092,4.363636363636363,3.090909090909091,0.4375,0.7083333333333334,0.5454545454545454,11.0
Jerome Haehnel,2009-10-26,Hard,Unknown,675.0,30.0,5.666666666666667,1.8666666666666667,8.0,3.533333333333333,0.32941176470588235,0.44166666666666665,0.06666666666666667,15.0
Marat Safin,2009-11-08,Hard,All-Court Balanced,65.0,695.0,5.95,2.3,5.55,3.35,0.3865546218487395,0.6036036036036037,0.5,20.0
Younes El Aynaoui,2010-01-04,Hard,Big-Serve Aggressor,,,5.05,1.8,5.4,3.1,0.3564356435643564,0.5740740740740741,0.5,20.0
Fabrice Santoro,2010-01-18,Hard,Counter-Puncher,67.0,645.0,7.45,2.85,7.45,4.65,0.3825503355704698,0.6241610738255033,0.4,20.0
Dominik Hrbaty,2010-02-01,Hard,All-Court Balanced,154.0,324.0,6.1,3.0,8.65,4.5,0.4918032786885246,0.5202312138728323,0.3,20.0
Harel Levy,2010-02-01,Hard,Counter-Puncher,118.0,468.0,5.777777777777778,1.8888888888888888,7.444444444444445,3.888888888888889,0.3269230769230769,0.5223880597014925,0.1111111111111111,9.0
Martin Vassallo Arguello,2010-02-08,Clay,Unknown,102.0,515.0,4.55,1.8,8.65,5.2,0.3956043956043956,0.6011560693641619,0.15,20.0
Gaston Gaudio,2010-02-15,Clay,Counter-Puncher,174.0,285.0,6.75,2.75,9.7,4.95,0.4074074074074074,0.5103092783505154,0.25,20.0
Vincent Spadea,2010-02-22,Hard,Baseline Grinder,361.0,106.0,5.2,2.1,7.75,3.85,0.40384615384615385,0.4967741935483871,0.25,20.0
Sebastien Grosjean,2010-02-22,Hard,All-Court Balanced,559.0,46.0,6.25,1.9,8.3,5.15,0.304,0.6204819277108434,0.2,20.0
Mario Ancic,2010-05-02,Clay,All-Court Balanced,422.0,79.0,8.6,2.75,5.5,3.1,0.31976744186046513,0.5636363636363636,0.6,20.0
David Marrero,2010-05-03,Clay,Unknown,262.0,171.0,7.875,1.875,7.875,4.875,0.23809523809523808,0.6190476190476191,0.375,8.0
Alberto Martin,2010-05-03,Clay,Counter-Puncher,136.0,375.0,5.6,2.25,7.85,4.65,0.4017857142857143,0.5923566878980892,0.35,20.0
Alessio Di Mauro,2010-05-03,Clay,Unknown,257.0,177.0,5.5,2.3,9.65,5.4,0.41818181818181815,0.5595854922279793,0.3,20.0
Carlos Moya,2010-05-09,Clay,Counter-Puncher,514.0,55.0,5.1,1.85,6.0,3.6,0.3627450980392157,0.6,0.45,20.0
Nicolas Lapentti,2010-05-24,Clay,Counter-Puncher,129.0,395.0,7.85,2.65,9.6,5.15,0.3375796178343949,0.5364583333333334,0.25,20.0
Dieter Kindlmann,2010-05-24,Clay,Unknown,162.0,297.0,5.7,2.1,11.9,6.7,0.3684210526315789,0.5630252100840336,0.1,10.0
Daniel Koellerer,2010-06-07,Grass,Unknown,109.0,450.0,5.95,2.45,8.35,4.7,0.4117647058823529,0.562874251497006,0.35,20.0
Noam Okun,2010-06-07,Grass,Unknown,273.0,162.0,8.1875,2.875,8.5625,5.5625,0.3511450381679389,0.6496350364963503,0.25,16.0
Ramon Delgado,2010-06-21,Grass,Unknown,143.0,362.0,4.0,2.0,6.5,3.5,0.5,0.5384615384615384,0.35,20.0
Jesse Witten,2010-06-21,Grass,Unknown,186.0,257.0,9.4,3.9,9.2,4.5,0.4148936170212766,0.4891304347826087,0.2,10.0
Oscar Hernandez,2010-06-21,Grass,Unknown,125.0,419.0,3.95,1.35,8.7,5.15,0.34177215189873417,0.5919540229885057,0.15,20.0
Nicolas Kiefer,2010-06-21,Grass,All-Court Balanced,178.0,262.0,4.4,2.0,6.7,4.3,0.45454545454545453,0.6417910447761194,0.45,20.0
Brendan Evans,2010-06-21,Grass,Unknown,318.0,125.0,5.421052631578948,1.6842105263157894,8.052631578947368,4.947368421052632,0.3106796116504854,0.6143790849673203,0.3157894736842105,19.0
Christophe Rochus,2010-07-19,Clay,Baseline Grinder,160.0,302.0,5.75,2.1,9.0,4.6,0.3652173913043478,0.5111111111111111,0.1,20.0
Nick Lindahl,2010-07-19,Hard,Unknown,244.0,188.0,4.0,1.125,8.875,4.75,0.28125,0.5352112676056338,0.125,8.0
Olivier Patience,2010-07-26,Clay,Unknown,199.0,239.0,4.55,1.65,7.3,3.75,0.3626373626373626,0.5136986301369864,0.25,20.0
Kevin Kim,2010-08-01,Hard,Unknown,151.0,334.0,6.05,2.2,7.25,4.1,0.36363636363636365,0.5655172413793104,0.3,20.0
Kristof Vliegen,2010-09-20,Hard,All-Court Balanced,307.0,139.0,5.65,2.05,7.65,4.0,0.36283185840707965,0.5228758169934641,0.3,20.0
Thierry Ascione,2010-09-20,Hard,Unknown,238.0,199.0,5.0,1.4,8.05,4.6,0.28,0.5714285714285714,0.15,20.0
Santiago Ventura,2010-09-20,Clay,Unknown,139.0,378.0,6.1,2.6,9.0,5.1,0.4262295081967213,0.5666666666666667,0.3,20.0
Laurent Recouderc,2010-09-27,Hard,Unknown,207.0,239.0,6.142857142857143,2.0714285714285716,9.5,5.642857142857143,0.3372093023255814,0.5939849624060151,0.21428571428571427,14.0
Filip Prpic,2010-10-18,Hard,Unknown,310.0,138.0,5.444444444444445,2.0,8.333333333333334,4.888888888888889,0.3673469387755102,0.5866666666666667,0.2222222222222222,9.0
Edouard Roger Vasselin,2010-10-25,Hard,Counter-Puncher,128.0,436.0,6.55,2.4,7.2,3.65,0.366412213740458,0.5069444444444444,0.35,20.0
Taylor Dent,2010-10-25,Hard,All-Court Balanced,92.0,573.0,5.35,2.2,7.65,4.65,0.411214953271028,0.6078431372549019,0.4,20.0
Simon Stadler,2011-01-17,Hard,Unknown,288.0,155.0,7.066666666666666,2.6666666666666665,8.466666666666667,5.4,0.37735849056603776,0.6377952755905512,0.4,15.0
Carsten Ball,2011-01-17,Hard,Unknown,158.0,344.0,6.0,1.95,8.4,5.6,0.325,0.6666666666666666,0.4,20.0
Stefan Koubek,2011-01-31,Hard,Baseline Grinder,173.0,312.0,7.25,2.7,7.95,4.5,0.3724137931034483,0.5660377358490566,0.3,20.0
Stefano Galvani,2011-01-31,Hard,Unknown,321.0,143.0,6.85,3.05,8.05,4.1,0.44525547445255476,0.5093167701863354,0.3,20.0
Yuri Schukin,2011-01-31,Hard,Unknown,127.0,448.0,6.1,2.55,7.65,4.7,0.4180327868852459,0.6143790849673203,0.4,20.0
Jose Acasuso,2011-02-14,Clay,Big-Serve Aggressor,256.0,184.0,7.2,2.55,6.7,4.25,0.3541666666666667,0.6343283582089553,0.45,20.0
Juan Pablo Brzezicki,2011-02-14,Clay,Unknown,196.0,275.0,7.7,3.35,9.55,5.35,0.43506493506493504,0.5602094240837696,0.25,20.0
Simon Greul,2011-04-18,Clay,Unknown,125.0,443.0,6.1,2.35,8.15,5.0,0.38524590163934425,0.6134969325153374,0.4,20.0
Marcos Daniel,2011-04-25,Clay,Counter-Puncher,147.0,407.0,4.05,1.5,8.45,4.8,0.37037037037037035,0.5680473372781065,0.2,20.0
