server_name,returner_name,surface,axis,value,n_points,top_choice,top_prob,second_choice,second_prob,exploit_gap
Pol Martin Tiffon,,,Overall,2.111449148315503,55,Wide,0.43636363636363634,T,0.2909090909090909,0.14545454545454545
Potito Starace,,,Overall,20.841787507216814,175,T,0.5085714285714286,Wide,0.4342857142857143,0.07428571428571429
Prajnesh Gunneswaran,,,Overall,10.332163741021983,365,T,0.5232876712328767,Wide,0.3315068493150685,0.19178082191780815
Preston Stearns,,,Overall,2.619019103390563,72,Wide,0.4305555555555556,T,0.3333333333333333,0.09722222222222227
Quentin Halys,,,Overall,30.50172114394489,880,Wide,0.5034090909090909,T,0.48068181818181815,0.022727272727272763
R,,,Overall,4.422119734280705,186,T,0.41397849462365593,Wide,0.3924731182795699,0.021505376344086058
Radek Stepanek,,,Overall,12.017368829636311,1295,Wide,0.46023166023166023,T,0.42702702702702705,0.03320463320463318
Radu Albot,,,Overall,6.636115644074636,1219,Wide,0.47908121410992616,T,0.3445447087776866,0.13453650533223954
Rafael Arevalo,,,Overall,7.781863856570881,58,Body,0.5344827586206896,Wide,0.2413793103448276,0.293103448275862
Rafael Jodar,,,Overall,24.565553237282767,95,T,0.5473684210526316,Wide,0.4105263157894737,0.13684210526315793
Rafael Nadal,,,Overall,5.307934792811242,32648,Wide,0.41834109286939475,T,0.4007902474883607,0.017550845381034075
Rainer Schuettler,,,Overall,16.99304604158023,460,Wide,0.48695652173913045,T,0.43478260869565216,0.05217391304347829
Ramkumar Ramanathan,,,Overall,25.90914735895048,59,T,0.5254237288135594,Wide,0.4406779661016949,0.08474576271186446
Raphael Collignon,,,Overall,12.731368870312243,655,T,0.4900763358778626,Wide,0.4,0.09007633587786257
Raul Brancaccio,,,Overall,5.310828412666513,51,Wide,0.49019607843137253,T,0.29411764705882354,0.196078431372549
Raul Ramirez,,,Overall,25.061457951481703,166,Wide,0.4939759036144578,T,0.46987951807228917,0.02409638554216864
Rei Sakamoto,,,Overall,11.013659512314755,164,T,0.5,Wide,0.3719512195121951,0.12804878048780488
Reilly Opelka,,,Overall,16.558628207525615,4329,Wide,0.4952644952644953,T,0.422961422961423,0.07230307230307231
Renzo Furlan,,,Overall,12.893192654289143,142,T,0.45774647887323944,Wide,0.43661971830985913,0.02112676056338031
Renzo Olivo,,,Overall,4.327826791830979,253,Wide,0.4308300395256917,T,0.3715415019762846,0.059288537549407105
Ricardas Berankis,,,Overall,11.873206555747029,585,T,0.517948717948718,Wide,0.3572649572649573,0.16068376068376072
Riccardo Bonadio,,,Overall,26.890437996557615,178,Wide,0.6348314606741573,T,0.3146067415730337,0.3202247191011236
Richard Gasquet,,,Overall,21.692723010346615,7297,Wide,0.5063724818418528,T,0.4411401946005208,0.06523228724133201
Richard Krajicek,,,Overall,17.058905784708035,3152,T,0.49746192893401014,Wide,0.42385786802030456,0.07360406091370558
Richey Reneberg,,,Overall,18.177015325239854,199,T,0.46733668341708545,Wide,0.4623115577889447,0.005025125628140725
Rinky Hijikata,,,Overall,18.255602799565395,923,Wide,0.48645720476706394,T,0.4431202600216685,0.043336944745395456
Rio Noguchi,,,Overall,25.84786158798075,48,Wide,0.5833333333333334,T,0.375,0.20833333333333337
Robby Ginepri,,,Overall,15.984139142657261,489,Wide,0.46421267893660534,T,0.45194274028629855,0.012269938650306789
Robert Kendrick,,,Overall,19.085775092690305,73,Wide,0.5205479452054794,T,0.410958904109589,0.1095890410958904
Roberto Bautista Agut,,,Overall,16.267998632476456,5744,Wide,0.4986072423398329,T,0.41730501392757663,0.08130222841225626
Roberto Carballes Baena,,,Overall,11.774872932032753,1779,Wide,0.5267003934794828,T,0.3440134907251265,0.18268690275435634
Roberto Cid,,,Overall,13.878562243541126,76,Wide,0.5526315789473685,T,0.32894736842105265,0.22368421052631582
Roberto Marcora,,,Overall,4.53481703939288,47,Wide,0.40425531914893614,T,0.40425531914893614,0.0
Roberto Quiroz,,,Overall,14.550847742487594,64,Wide,0.46875,T,0.4375,0.03125
Robin Bertrand,,,Overall,7.7929008092434415,48,Wide,0.5208333333333334,T,0.2916666666666667,0.22916666666666669
Robin Haase,,,Overall,19.014674697501157,3584,Wide,0.4986049107142857,T,0.43470982142857145,0.06389508928571425
Robin Soderling,,,Overall,16.322242548815822,1952,Wide,0.47540983606557374,T,0.4426229508196721,0.03278688524590162
Robin Vik,,,Overall,18.019301828850043,42,Wide,0.47619047619047616,T,0.4523809523809524,0.02380952380952378
Rod Frawley,,,Overall,25.336432186233825,116,Wide,0.5775862068965517,T,0.3793103448275862,0.19827586206896552
Rod Laver,,,Overall,7.459303429925179,517,T,0.4506769825918762,Wide,0.39264990328820115,0.058027079303675067
Rodrigo Pacheco Mendez,,,Overall,9.899603761127674,101,T,0.49504950495049505,Wide,0.36633663366336633,0.12871287128712872
Roger Federer,,,Overall,18.916864754490824,55523,Wide,0.5080777335518614,T,0.42384237162977506,0.0842353619220863
Roman Andres Burruchaga,,,Overall,0.8939194817678908,81,Wide,0.38271604938271603,T,0.345679012345679,0.037037037037037035
Roman Safiullin,,,Overall,12.616289040173701,1306,Wide,0.4908116385911179,T,0.3981623277182236,0.09264931087289435
Ronit Karki,,,Overall,18.695252162163968,44,T,0.5909090909090909,Wide,0.3181818181818182,0.27272727272727276
Roscoe Tanner,,,Overall,27.933770399844192,81,Wide,0.49382716049382713,T,0.48148148148148145,0.012345679012345678
Roy Smith,,,Overall,7.621388348216785,127,T,0.4881889763779528,Wide,0.3464566929133858,0.14173228346456695
Ruben Bemelmans,,,Overall,6.448825229318034,180,T,0.46111111111111114,Wide,0.36666666666666664,0.0944444444444445
Ruben Ramirez Hidalgo,,,Overall,11.545695175975245,155,Wide,0.44516129032258067,T,0.43870967741935485,0.006451612903225823
Rudolf Molleker,,,Overall,14.307817390252032,210,Wide,0.46190476190476193,T,0.44285714285714284,0.01904761904761909
Rudy Coco,,,Overall,23.184684079931483,45,Wide,0.4888888888888889,T,0.4666666666666667,0.0222222222222222
Ryan Harrison,,,Overall,7.162737268576624,191,T,0.4607329842931937,Wide,0.3769633507853403,0.08376963350785338
Ryan Seggerman,,,Overall,11.314049285708505,56,Wide,0.5,T,0.375,0.125
Salvatore Caruso,,,Overall,9.47201800673173,185,Wide,0.5351351351351351,T,0.2972972972972973,0.2378378378378378
Sam Querrey,,,Overall,22.00519494418015,1699,Wide,0.4849911712772219,T,0.4649793996468511,0.020011771630370823
Samuel Groth,,,Overall,14.622127779225814,226,T,0.4557522123893805,Wide,0.45132743362831856,0.004424778761061954
Sanam Singh,,,Overall,10.239171736624531,44,T,0.5,Wide,0.36363636363636365,0.13636363636363635
Sandro Ehrat,,,Overall,18.80433554661528,70,Wide,0.5285714285714286,T,0.4,0.12857142857142856
Sanjar Fayziev,,,Overall,15.985493693760022,58,T,0.5,Wide,0.41379310344827586,0.08620689655172414
Santiago Giraldo,,,Overall,24.483631936631724,121,Wide,0.5867768595041323,T,0.36363636363636365,0.22314049586776863
Sargis Sargsian,,,Overall,4.869586465436027,80,Wide,0.4625,T,0.3375,0.125
Sascha Gueymard Wayenburg,,,Overall,5.1353287472861275,65,T,0.4307692307692308,Wide,0.38461538461538464,0.046153846153846156
Scott Griekspoor,,,Overall,11.231334597866905,204,T,0.4852941176470588,Wide,0.39215686274509803,0.09313725490196079
Scoville Jenkins,,,Overall,13.867122436414746,109,Wide,0.5688073394495413,T,0.30275229357798167,0.26605504587155965
Sebastian Baez,,,Overall,3.634940366039918,3246,T,0.40881084411583485,Wide,0.3850893407270487,0.023721503388786147
Sebastian Korda,,,Overall,24.499343113136142,4054,Wide,0.49925999013320177,T,0.4620128268376912,0.03724716329551059
Sebastian Ofner,,,Overall,20.41186437471174,589,Wide,0.5076400679117148,T,0.432937181663837,0.0747028862478778
Sebastien Grosjean,,,Overall,21.230709116252722,1296,Wide,0.48842592592592593,T,0.4575617283950617,0.030864197530864224
Seong Chan Hong,,,Overall,5.709020597390357,51,T,0.43137254901960786,Wide,0.39215686274509803,0.03921568627450983
Sergey Fomin,,,Overall,14.80159816992036,159,Wide,0.5723270440251572,T,0.3081761006289308,0.2641509433962264
Sergi Bruguera,,,Overall,17.030534559180964,1939,Wide,0.558019597730789,T,0.3506962351727695,0.20732336255801953
Sergio Casal,,,Overall,16.143401985733284,94,T,0.5,Wide,0.4148936170212766,0.08510638297872342
Sergio Cortes,,,Overall,3.418153299795801,77,T,0.44155844155844154,Wide,0.33766233766233766,0.10389610389610388
Sergiy Stakhovsky,,,Overall,12.12393980826757,1183,Wide,0.47675401521555366,T,0.4099746407438715,0.06677937447168214
Shintaro Mochizuki,,,Overall,19.264679787171524,143,Wide,0.5664335664335665,T,0.35664335664335667,0.2097902097902098
Sho Katayama,,,Overall,8.636330878449193,43,T,0.5116279069767442,Wide,0.32558139534883723,0.18604651162790697
Sho Shimabukuro,,,Overall,19.085775092690305,73,Wide,0.5205479452054794,T,0.410958904109589,0.1095890410958904
Simone Bolelli,,,Overall,12.547926324615222,211,T,0.46919431279620855,Wide,0.4218009478672986,0.04739336492890994
Sjeng Schalken,,,Overall,15.08075945629843,695,Wide,0.5266187050359712,T,0.37553956834532376,0.15107913669064743
Slobodan Zivojinovic,,,Overall,20.159012161266034,254,Wide,0.5275590551181102,T,0.4094488188976378,0.1181102362204724
Somdev Devvarman,,,Overall,1.2184244690368051,106,Wide,0.39622641509433965,T,0.33962264150943394,0.0566037735849057
Soon Woo Kwon,,,Overall,13.06217409492303,479,Wide,0.4592901878914405,T,0.4363256784968685,0.022964509394572008
Stan Smith,,,Overall,4.804347029079537,214,Wide,0.49065420560747663,T,0.2616822429906542,0.22897196261682246
Stan Wawrinka,,,Overall,18.698701901997694,11038,Wide,0.48749773509693783,T,0.4446457691610799,0.04285196593585794
Stefan Edberg,,,Overall,6.824008069177479,16551,Wide,0.48359615733188327,T,0.3408253277747568,0.14277082955712644
Stefan Koubek,,,Overall,6.268187757574073,45,Wide,0.5111111111111111,T,0.26666666666666666,0.2444444444444444
Stefan Kozlov,,,Overall,9.899030800033348,172,Wide,0.5232558139534884,T,0.32558139534883723,0.19767441860465118
Stefano Napolitano,,,Overall,5.91208381705377,50,Wide,0.46,T,0.36,0.10000000000000003
Stefano Pescosolido,,,Overall,12.55480182963976,49,Wide,0.5306122448979592,T,0.3469387755102041,0.18367346938775514
Stefano Travaglia,,,Overall,30.203030439980072,57,T,0.5263157894736842,Wide,0.45614035087719296,0.07017543859649122
Stefanos Sakellaridis,,,Overall,28.638360759117234,166,Wide,0.5421686746987951,T,0.43373493975903615,0.108433734939759
Stefanos Tsitsipas,,,Overall,19.54425428702431,15073,Wide,0.4819213162608638,T,0.4552511112585418,0.026670205002322034
Stephane Robert,,,Overall,20.14726160006258,269,T,0.550185873605948,Wide,0.3828996282527881,0.16728624535315983
Steve Darcis,,,Overall,12.631994719305684,450,Wide,0.47555555555555556,T,0.41555555555555557,0.06
Steve Denton,,,Overall,3.826325692095467,76,Wide,0.47368421052631576,Body,0.2631578947368421,0.21052631578947367
Steve Johnson,,,Overall,13.93925590711451,1684,Wide,0.5,T,0.3984560570071259,0.10154394299287411
Steven Diez,,,Overall,10.342180032318481,183,T,0.5355191256830601,Wide,0.3114754098360656,0.22404371584699456
Strong Kirchheimer,,,Overall,18.94646030669479,57,T,0.5263157894736842,Wide,0.40350877192982454,0.12280701754385964
Sumit Nagal,,,Overall,14.131604958436538,137,Wide,0.5547445255474452,T,0.3284671532846715,0.22627737226277372
Takao Suzuki,,,Overall,10.921246224075709,206,T,0.5194174757281553,Wide,0.3446601941747573,0.17475728155339804
Tallon Griekspoor,,,Overall,15.960154337575505,9174,Wide,0.5105733594942228,T,0.40156965336821454,0.10900370612600824
Taro Daniel,,,Overall,17.008772848062527,829,T,0.5126658624849216,Wide,0.40651387213510254,0.10615199034981909
Taylor Dent,,,Overall,3.2012471164046485,158,T,0.4430379746835443,Wide,0.3291139240506329,0.11392405063291139
Taylor Fritz,,,Overall,25.940091853435156,9672,Wide,0.49927626137303555,T,0.4681555004135649,0.03112076095947064
Tennys Sandgren,,,Overall,17.63737882344888,1098,Wide,0.5455373406193078,T,0.37158469945355194,0.17395264116575587
Terence Atmane,,,Overall,9.42076157909244,113,T,0.48672566371681414,Wide,0.37168141592920356,0.11504424778761058
Teymuraz Gabashvili,,,Overall,9.870568437057747,444,T,0.4369369369369369,Wide,0.43243243243243246,0.0045045045045044585
Thai Son Kwiatkowski,,,Overall,18.473512025311443,87,T,0.4827586206896552,Wide,0.4482758620689655,0.03448275862068967
Thanasi Kokkinakis,,,Overall,20.301061195008295,2459,Wide,0.49816998779991867,T,0.44245628304188694,0.055713704758031724
Thiago Agustin Tirante,,,Overall,5.990158868469697,267,T,0.42696629213483145,Wide,0.40074906367041196,0.026217228464419484
Thiago Monteiro,,,Overall,16.85617831579235,938,Wide,0.48294243070362475,T,0.43816631130063965,0.04477611940298509
Thiago Seyboth Wild,,,Overall,21.356424420047137,1448,Wide,0.5310773480662984,T,0.412292817679558,0.11878453038674036
Thiemo De Bakker,,,Overall,14.544704917035812,318,T,0.4779874213836478,Wide,0.4276729559748428,0.05031446540880502
Thierry Champion,,,Overall,16.892940279498646,216,Wide,0.5231481481481481,T,0.39351851851851855,0.1296296296296296
Thijs Boogaard,,,Overall,22.799626206647726,66,Wide,0.5909090909090909,T,0.3484848484848485,0.24242424242424243
Thomas Enqvist,,,Overall,14.758766384915168,1283,T,0.45518316445830087,Wide,0.4528448947778644,0.002338269680436489
Thomas Fabbiano,,,Overall,2.3914426176712467,819,T,0.398046398046398,Wide,0.3724053724053724,0.025641025641025605
Thomas Johansson,,,Overall,24.429875074916996,1043,Wide,0.5426653883029722,T,0.41514860977948226,0.12751677852348992
Thomas Muster,,,Overall,8.5772475214992,2533,Wide,0.44650611922621397,T,0.40979076194236086,0.03671535728385311
Thomaz Bellucci,,,Overall,13.983935691783456,697,Wide,0.5365853658536586,T,0.35294117647058826,0.1836441893830703
Ti Chen,,,Overall,43.065322846162545,44,Wide,0.6818181818181818,T,0.3181818181818182,0.3636363636363636
Tim Henman,,,Overall,10.462555580254307,2862,Wide,0.46820405310971347,T,0.40461215932914046,0.063591893780573
Tim Mayotte,,,Overall,3.3149848417189154,414,Wide,0.45893719806763283,T,0.2971014492753623,0.16183574879227053
Tim Smyczek,,,Overall,9.254477435435437,313,T,0.4536741214057508,Wide,0.40894568690095845,0.04472843450479236
Tim Van Rijthoven,,,Overall,21.45474231763901,1302,Wide,0.4923195084485407,T,0.45468509984639016,0.03763440860215056
Tim Wilkison,,,Overall,0.46986489847269386,129,Wide,0.3643410852713178,Body,0.3488372093023256,0.01550387596899222
Timofey Skatov,,,Overall,2.495183722541472,225,Wide,0.39111111111111113,T,0.38222222222222224,0.00888888888888889
Titouan Droguet,,,Overall,7.762599978324458,44,Wide,0.4772727272727273,T,0.36363636363636365,0.11363636363636365
Tobias Kamke,,,Overall,0.12733445441925895,142,T,0.352112676056338,Wide,0.3380281690140845,0.014084507042253502
Todd Martin,,,Overall,11.806251283445157,2204,T,0.4573502722323049,Wide,0.4283121597096189,0.02903811252268601
Todd Reid,,,Overall,12.097322914279808,69,T,0.4927536231884058,Wide,0.391304347826087,0.10144927536231885
Todd Woodbridge,,,Overall,12.88389341491547,490,Wide,0.5163265306122449,T,0.3693877551020408,0.14693877551020407
Tomas Barrios Vera,,,Overall,11.778321064971998,273,T,0.4835164835164835,Wide,0.3992673992673993,0.08424908424908423
Tomas Behrend,,,Overall,6.145443075555724,54,Wide,0.5,T,0.2962962962962963,0.20370370370370372
Tomas Berdych,,,Overall,15.716953527254308,6756,T,0.46092362344582594,Wide,0.45352279455298994,0.007400828892835998
Tomas Carbonell,,,Overall,24.48385297986021,68,Wide,0.5588235294117647,T,0.39705882352941174,0.16176470588235298
Tomas Machac,,,Overall,17.88656051131693,2338,T,0.47818648417450815,Wide,0.4495295124037639,0.028656971770744277
Tomas Martin Etcheverry,,,Overall,15.541420433243779,1442,Wide,0.4882108183079057,T,0.4237170596393897,0.06449375866851598
Tomas Smid,,,Overall,14.80603107523002,132,Wide,0.5454545454545454,T,0.3484848484848485,0.1969696969696969
Tomas Zib,,,Overall,13.077583497788247,46,T,0.5,Wide,0.391304347826087,0.10869565217391303
Tomasz Berkieta,,,Overall,4.667412052845632,93,Wide,0.46236559139784944,T,0.3333333333333333,0.12903225806451613
Tommy Haas,,,Overall,21.978310253350585,3461,T,0.4897428488876047,Wide,0.45998266396995086,0.029760184917653865
Tommy Paul,,,Overall,9.067981059264286,5913,Wide,0.469643159140876,T,0.38880432944359883,0.08083882969727718
Tommy Robredo,,,Overall,8.475687465693627,1690,Wide,0.5011834319526627,T,0.33964497041420116,0.16153846153846152
Tony Roche,,,Overall,20.262229010323452,235,T,0.574468085106383,Wide,0.35319148936170214,0.2212765957446809
Tristan Schoolkate,,,Overall,26.773646824127304,344,T,0.4883720930232558,Wide,0.48255813953488375,0.005813953488372048
Tsung Hua Yang,,,Overall,19.581554363429998,128,Wide,0.4765625,T,0.4609375,0.015625
Tung Lin Wu,,,Overall,22.127515795293117,102,Wide,0.5686274509803921,T,0.37254901960784315,0.196078431372549
Ty Trombetta,,,Overall,13.388669688371834,54,Wide,0.5925925925925926,T,0.24074074074074073,0.35185185185185186
Ugo Blanchet,,,Overall,16.87301324793199,216,T,0.48148148148148145,Wide,0.4398148148148148,0.04166666666666663
Ugo Humbert,,,Overall,21.730712969146616,3826,Wide,0.489022477783586,T,0.4594877156299007,0.02953476215368528
Uladzimir Ignatik,,,Overall,28.57439866303686,80,Wide,0.55,T,0.425,0.12500000000000006
Ulises Blanch,,,Overall,8.100995356784857,45,T,0.5333333333333333,Wide,0.26666666666666666,0.26666666666666666
Vaclav Safranek,,,Overall,19.212932510153223,113,Wide,0.5398230088495575,T,0.3893805309734513,0.15044247787610615
Valentin Royer,,,Overall,2.3648282160907086,263,Wide,0.4068441064638783,T,0.3612167300380228,0.045627376425855515
Valentin Vacherot,,,Overall,0.7844390125530398,454,Wide,0.394273127753304,T,0.31497797356828194,0.07929515418502203
Vasek Pospisil,,,Overall,16.686163877032435,1272,Wide,0.46776729559748426,T,0.4528301886792453,0.014937106918238963
Victor Estrella,,,Overall,14.53929594231953,367,T,0.55858310626703,Wide,0.32697547683923706,0.23160762942779295
Victor Hanescu,,,Overall,16.08240773525067,260,Wide,0.5192307692307693,T,0.3923076923076923,0.12692307692307697
Victor Pecci,,,Overall,24.1830609026541,92,Wide,0.5434782608695652,T,0.41304347826086957,0.13043478260869562
Viktor Durasovic,,,Overall,14.282318420853457,146,T,0.4726027397260274,Wide,0.4315068493150685,0.0410958904109589
Viktor Troicki,,,Overall,8.091868733700325,696,T,0.43103448275862066,Wide,0.4209770114942529,0.01005747126436779
Vilius Gaubas,,,Overall,36.36869495046303,174,Wide,0.6091954022988506,T,0.3850574712643678,0.22413793103448282
Vincent Millot,,,Overall,29.71019655675502,50,T,0.54,Wide,0.44,0.10000000000000003
Vincent Spadea,,,Overall,19.963848890261726,140,Wide,0.5285714285714286,T,0.40714285714285714,0.12142857142857144
Vincenzo Santopadre,,,Overall,14.715276543211298,41,Wide,0.5121951219512195,T,0.3902439024390244,0.12195121951219512
Vit Kopriva,,,Overall,5.196239257188395,148,Wide,0.4527027027027027,T,0.3581081081081081,0.09459459459459457
Vitas Gerulaitis,,,Overall,28.19342167425205,499,Wide,0.5450901803607214,T,0.4288577154308617,0.11623246492985972
Vladimir Ivanov,,,Overall,12.437520066930908,173,Wide,0.4682080924855491,T,0.42196531791907516,0.046242774566473965
Vladimir Voltchkov,,,Overall,15.900878488098247,90,T,0.5555555555555556,Wide,0.34444444444444444,0.21111111111111114
Wally Masur,,,Overall,10.45765949295946,285,Wide,0.45964912280701753,T,0.41403508771929826,0.045614035087719274
Wayne Arthurs,,,Overall,24.22052000104412,112,Wide,0.5535714285714286,T,0.4017857142857143,0.1517857142857143
Wayne Ferreira,,,Overall,22.71038910111337,942,Wide,0.5127388535031847,T,0.4394904458598726,0.07324840764331209
Wayne Odesnik,,,Overall,19.850121228949636,65,T,0.49230769230769234,Wide,0.4461538461538462,0.046153846153846156
Werner Eschauer,,,Overall,4.202188391368966,61,T,0.4098360655737705,Wide,0.39344262295081966,0.016393442622950838
Wesley Moodie,,,Overall,7.462168930232716,97,Wide,0.422680412371134,T,0.422680412371134,0.0
William Rejchtman Vinciguerra,,,Overall,10.239171736624531,66,T,0.5,Wide,0.36363636363636365,0.13636363636363635
Xavier Malisse,,,Overall,26.137557271067656,464,Wide,0.5150862068965517,T,0.4525862068965517,0.0625
Yannick Hanfmann,,,Overall,15.745332268431788,1039,Wide,0.47256977863330124,T,0.44177093358999037,0.030798845043310874
Yannick Maden,,,Overall,21.02562315575306,174,Wide,0.5804597701149425,T,0.3505747126436782,0.22988505747126436
Yannick Mertens,,,Overall,12.3535014636178,99,Wide,0.47474747474747475,T,0.41414141414141414,0.06060606060606061
Yannick Noah,,,Overall,9.11815526339359,719,Wide,0.4339360222531293,T,0.4283727399165508,0.0055632823365785455
Yasutaka Uchiyama,,,Overall,28.194028987680376,252,T,0.5,Wide,0.47619047619047616,0.023809523809523836
Yen Hsun Lu,,,Overall,20.888123406362425,90,T,0.4777777777777778,Wide,0.4666666666666667,0.011111111111111127
Yevgeny Kafelnikov,,,Overall,19.00524708933936,5305,Wide,0.5053722902921772,T,0.42733270499528747,0.07803958529688976
Yi Zhou,,,Overall,16.47541438517908,85,T,0.5529411764705883,Wide,0.35294117647058826,0.2
Yibing Wu,,,Overall,14.845931415119884,509,T,0.5108055009823183,Wide,0.3929273084479371,0.11787819253438114
Yoshihito Nishioka,,,Overall,4.9863072411832405,3003,T,0.4229104229104229,Wide,0.3912753912753913,0.03163503163503162
Yosuke Watanuki,,,Overall,19.561393307026275,255,Wide,0.4823529411764706,T,0.4549019607843137,0.027450980392156876
Younes El Aynaoui,,,Overall,17.25201874003226,486,T,0.4773662551440329,Wide,0.44650205761316875,0.030864197530864168
Younes Lalami Laaroussi,,,Overall,11.379734438210221,51,T,0.45098039215686275,Wide,0.43137254901960786,0.019607843137254888
Yu Hsiou Hsu,,,Overall,13.28958987517156,170,Wide,0.49411764705882355,T,0.4,0.09411764705882353
Yuichi Sugita,,,Overall,16.30008378483321,308,T,0.5032467532467533,Wide,0.41233766233766234,0.09090909090909094
Yuki Bhambri,,,Overall,11.558049018092454,76,Wide,0.5263157894736842,T,0.34210526315789475,0.18421052631578944
Zachary Svajda,,,Overall,5.012453867578836,219,Wide,0.4611872146118721,T,0.3424657534246575,0.1187214611872146
Zdenek Kolar,,,Overall,1.867317498164156,224,T,0.40625,Wide,0.3482142857142857,0.0580357142857143
Ze Zhang,,,Overall,9.09421477620157,158,T,0.4873417721518987,Wide,0.3670886075949367,0.120253164556962
Zeljko Krajan,,,Overall,6.9625829000262485,57,Wide,0.5087719298245614,T,0.2982456140350877,0.21052631578947373
Zhe Li,,,Overall,0.8110535816022724,148,Wide,0.38513513513513514,T,0.33783783783783783,0.047297297297297314
Zhizhen Zhang,,,Overall,17.908698604462902,1699,T,0.49381989405532667,Wide,0.4331959976456739,0.06062389640965277
Zizou Bergs,,,Overall,13.030224560152547,1214,Wide,0.4588138385502471,T,0.43657331136738053,0.022240527182866565
Zsombor Piros,,,Overall,27.239605215414397,199,T,0.5477386934673367,Wide,0.4221105527638191,0.12562814070351763
Aaron Krickstein,,Clay,On Surface,2.8466614563443016,71,Wide,0.4225352112676056,T,0.352112676056338,0.07042253521126762
Aaron Krickstein,,Hard,On Surface,14.69370756777334,708,T,0.4774011299435028,Wide,0.4293785310734463,0.0480225988700565
Abedallah Shelbayh,,Hard,On Surface,8.325904593776446,138,Wide,0.4782608695652174,T,0.3695652173913043,0.10869565217391308
Adam Pavlasek,,Clay,On Surface,21.258936351613123,141,T,0.5673758865248227,Wide,0.36879432624113473,0.198581560283688
Adam Pavlasek,,Hard,On Surface,5.55105454083471,45,Wide,0.4222222222222222,T,0.4,0.0222222222222222
Adam Walton,,Grass,On Surface,24.90167132957818,80,Wide,0.5125,T,0.45,0.062499999999999944
Adam Walton,,Hard,On Surface,22.613164453102964,90,T,0.5666666666666667,Wide,0.37777777777777777,0.18888888888888888
Adrian Andreev,,Clay,On Surface,27.82504316508244,149,Wide,0.5369127516778524,T,0.436241610738255,0.10067114093959734
Adrian Andreev,,Hard,On Surface,25.564995425309924,440,Wide,0.49772727272727274,T,0.4681818181818182,0.02954545454545454
Adrian Garcia,,Hard,On Surface,19.271212423481575,117,Wide,0.5897435897435898,T,0.3247863247863248,0.26495726495726496
Adrian Mannarino,,Clay,On Surface,7.921572153314937,193,Wide,0.44041450777202074,T,0.40932642487046633,0.031088082901554404
Adrian Mannarino,,Grass,On Surface,17.867183099189575,1296,Wide,0.558641975308642,T,0.35648148148148145,0.20216049382716056
Adrian Mannarino,,Hard,On Surface,19.794897343539255,3747,Wide,0.5524419535628503,T,0.377902321857486,0.1745396317053643
Adrian Voinea,,Hard,On Surface,0.8840528567781392,40,T,0.4,Wide,0.3,0.10000000000000003
Adriano Panatta,,Clay,On Surface,7.715363792324192,220,Wide,0.5318181818181819,Body,0.2545454545454545,0.27727272727272734
Adriano Panatta,,Hard,On Surface,2.3100849889540642,133,T,0.40601503759398494,Wide,0.3609022556390977,0.045112781954887216
Adrien Bossel,,Hard,On Surface,18.75279183048344,41,T,0.5365853658536586,Wide,0.3902439024390244,0.14634146341463417
Agustin Calleri,,Clay,On Surface,10.881210870740343,82,Wide,0.5609756097560976,T,0.2682926829268293,0.29268292682926833
Agustin Velotti,,Hard,On Surface,23.833527531690347,44,Wide,0.5454545454545454,T,0.4090909090909091,0.1363636363636363
Aisam Ul Haq Qureshi,,Grass,On Surface,8.045900623191638,90,Wide,0.4777777777777778,T,0.36666666666666664,0.11111111111111116
Akira Santillan,,Hard,On Surface,12.23554436865304,54,T,0.46296296296296297,Wide,0.42592592592592593,0.037037037037037035
Alan Mackin,,Clay,On Surface,0.4133784602651902,65,Body,0.36923076923076925,Wide,0.3384615384615385,0.03076923076923077
Albano Olivetti,,Hard,On Surface,13.682195209083602,60,Wide,0.4666666666666667,T,0.43333333333333335,0.033333333333333326
Albert Costa,,Clay,On Surface,17.709499640538382,536,Wide,0.5634328358208955,T,0.34888059701492535,0.21455223880597019
Albert Costa,,Hard,On Surface,7.8672508980123235,192,Wide,0.4427083333333333,T,0.40625,0.036458333333333315
Albert Montanes,,Clay,On Surface,14.8531188507119,134,Wide,0.5149253731343284,T,0.3880597014925373,0.12686567164179108
Albert Ramos,,Clay,On Surface,14.718918494954114,1452,T,0.459366391184573,Wide,0.44834710743801653,0.011019283746556474
Albert Ramos,,Grass,On Surface,22.521792842736254,78,Wide,0.5384615384615384,T,0.41025641025641024,0.1282051282051282
Albert Ramos,,Hard,On Surface,14.340540465650054,472,T,0.4703389830508475,Wide,0.4343220338983051,0.03601694915254239
Alberto Berasategui,,Clay,On Surface,6.7159378137953585,174,Wide,0.4540229885057471,T,0.3793103448275862,0.07471264367816094
Alberto Berasategui,,Hard,On Surface,32.67279781228637,143,T,0.6573426573426573,Wide,0.3146853146853147,0.3426573426573426
Alberto Mancini,,Clay,On Surface,7.462440942133863,295,Wide,0.46440677966101696,T,0.376271186440678,0.08813559322033898
Alberto Martin,,Clay,On Surface,12.816867993648417,75,T,0.4666666666666667,Wide,0.4266666666666667,0.03999999999999998
Alejandro Davidovich Fokina,,Clay,On Surface,2.4565085820431043,1937,Wide,0.4305627258647393,T,0.32782653588022714,0.10273618998451217
Alejandro Davidovich Fokina,,Grass,On Surface,0.4579644354221535,502,Wide,0.3605577689243028,T,0.35258964143426297,0.007968127490039834
