server_name,returner_name,surface,axis,value,n_points,top_choice,top_prob,second_choice,second_prob,exploit_gap
Alejandro Davidovich Fokina,,Hard,On Surface,3.2364019747950223,2390,Wide,0.40502092050209204,T,0.38200836820083683,0.023012552301255207
Alejandro Falla,,Clay,On Surface,8.622427270280863,139,T,0.45323741007194246,Wide,0.4028776978417266,0.05035971223021585
Alejandro Falla,,Grass,On Surface,12.567604886124517,375,T,0.5066666666666667,Wide,0.37866666666666665,0.12800000000000006
Alejandro Falla,,Hard,On Surface,19.407551621828055,54,T,0.6296296296296297,Wide,0.25925925925925924,0.3703703703703704
Alejandro Gonzalez,,Clay,On Surface,0.17473183023337668,46,Wide,0.34782608695652173,T,0.34782608695652173,0.0
Alejandro Gonzalez,,Hard,On Surface,1.3325100019515257,47,T,0.3829787234042553,Wide,0.3617021276595745,0.021276595744680826
Alejandro Lopez Escribano,,Hard,On Surface,2.3703605409676975,61,Wide,0.39344262295081966,Body,0.3770491803278688,0.016393442622950838
Alejandro Moro Canas,,Clay,On Surface,11.435379723156036,77,Wide,0.5584415584415584,T,0.2857142857142857,0.2727272727272727
Alejandro Moro Canas,,Grass,On Surface,5.095335431923342,122,T,0.48360655737704916,Wide,0.30327868852459017,0.180327868852459
Alejandro Tabilo,,Clay,On Surface,10.07853678248265,832,Wide,0.4963942307692308,T,0.36658653846153844,0.12980769230769235
Alejandro Tabilo,,Grass,On Surface,2.874056802945568,152,Wide,0.45394736842105265,T,0.28289473684210525,0.1710526315789474
Alejandro Tabilo,,Hard,On Surface,14.72462056295527,668,Wide,0.4745508982035928,T,0.43263473053892215,0.041916167664670656
Aleksandar Kovacevic,,Hard,On Surface,22.37445542339923,568,T,0.5105633802816901,Wide,0.44014084507042256,0.07042253521126757
Aleksandar Vukic,,Clay,On Surface,18.75841191446116,387,Wide,0.5322997416020672,T,0.3953488372093023,0.13695090439276486
Aleksandar Vukic,,Grass,On Surface,22.65362255032708,64,T,0.484375,Wide,0.46875,0.015625
Aleksandar Vukic,,Hard,On Surface,18.34328654005516,663,Wide,0.4660633484162896,T,0.4645550527903469,0.0015082956259426794
Aleksandr Nedovyesov,,Clay,On Surface,2.7135053548005827,80,Wide,0.45,T,0.2875,0.16250000000000003
Aleksandr Nedovyesov,,Hard,On Surface,8.688269013221761,71,Wide,0.5211267605633803,T,0.30985915492957744,0.2112676056338028
Aleksandre Metreveli,,Hard,On Surface,13.860631448426819,96,Wide,0.5104166666666666,T,0.3854166666666667,0.12499999999999994
Alessandro Giannessi,,Clay,On Surface,6.954622733404792,110,Wide,0.45454545454545453,T,0.38181818181818183,0.0727272727272727
Alessandro Giannessi,,Hard,On Surface,7.541759036503748,46,Wide,0.5217391304347826,T,0.2826086956521739,0.2391304347826087
Alex Barrena,,Clay,On Surface,10.843424952411052,49,Wide,0.5714285714285714,T,0.22448979591836735,0.346938775510204
Alex Bogdanovic,,Grass,On Surface,10.936508518036536,66,Wide,0.4393939393939394,T,0.4393939393939394,0.0
Alex Bogomolov Jr,,Hard,On Surface,11.410683170849856,50,T,0.48,Wide,0.4,0.07999999999999996
Alex Bolt,,Hard,On Surface,26.458434187545432,264,Wide,0.48484848484848486,T,0.48484848484848486,0.0
Alex Corretja,,Clay,On Surface,9.529671793848948,1199,Wide,0.5154295246038365,T,0.3327773144286906,0.18265221017514593
Alex Corretja,,Hard,On Surface,7.68410858757318,615,Wide,0.4796747967479675,T,0.359349593495935,0.1203252032520325
Alex De Minaur,,Clay,On Surface,5.3840475537344945,1162,Wide,0.44664371772805506,T,0.36919104991394147,0.07745266781411358
Alex De Minaur,,Grass,On Surface,3.964233197329925,1085,Wide,0.4202764976958525,T,0.3778801843317972,0.042396313364055305
Alex De Minaur,,Hard,On Surface,7.193207063725704,7208,Wide,0.43160377358490565,T,0.41051609322974475,0.021087680355160898
Alex Kuznetsov,,Hard,On Surface,11.593989846397601,53,T,0.5283018867924528,Wide,0.33962264150943394,0.18867924528301888
Alex Marti Pujolras,,Clay,On Surface,3.5712281377803468,47,Wide,0.46808510638297873,Body,0.2765957446808511,0.19148936170212766
Alex Michelsen,,Grass,On Surface,10.6204127415902,371,Wide,0.5417789757412399,T,0.3045822102425876,0.23719676549865232
Alex Michelsen,,Hard,On Surface,7.779009574802931,924,Wide,0.49134199134199136,T,0.34415584415584416,0.1471861471861472
Alex Molcan,,Clay,On Surface,9.464965754762055,110,T,0.5,Wide,0.35454545454545455,0.14545454545454545
Alex Molcan,,Hard,On Surface,6.420188046709274,792,T,0.4823232323232323,Wide,0.33585858585858586,0.14646464646464646
Alex Radulescu,,Grass,On Surface,12.946914787601715,161,Wide,0.4658385093167702,T,0.42857142857142855,0.03726708074534163
Alexander Blockx,,Hard,On Surface,15.114948420955276,154,Wide,0.525974025974026,T,0.37662337662337664,0.14935064935064934
Alexander Bublik,,Clay,On Surface,20.22237790218696,1630,T,0.49263803680981594,Wide,0.44785276073619634,0.044785276073619595
Alexander Bublik,,Grass,On Surface,16.265048833324858,1229,Wide,0.47111472742066723,T,0.4467046379170057,0.024410089503661525
Alexander Bublik,,Hard,On Surface,16.85558196481446,3687,T,0.4781665310550583,Wide,0.4431787360998101,0.034987794955248175
Alexander Cozbinov,,Hard,On Surface,9.823843242989538,114,Wide,0.5526315789473685,Body,0.2631578947368421,0.2894736842105264
Alexander Popp,,Grass,On Surface,6.274060195757825,142,T,0.4647887323943662,Wide,0.3591549295774648,0.10563380281690138
Alexander Ritschard,,Clay,On Surface,1.276207488864567,62,T,0.3870967741935484,Wide,0.3548387096774194,0.032258064516129004
Alexander Shevchenko,,Clay,On Surface,16.217410242258023,492,Wide,0.5060975609756098,T,0.40853658536585363,0.09756097560975613
Alexander Shevchenko,,Grass,On Surface,15.496815442770629,74,Wide,0.527027027027027,T,0.3783783783783784,0.14864864864864857
Alexander Shevchenko,,Hard,On Surface,19.73447367207245,691,Wide,0.5123010130246021,T,0.4240231548480463,0.08827785817655576
Alexander Vasilenko,,Clay,On Surface,4.84421983162433,43,Wide,0.4883720930232558,T,0.27906976744186046,0.20930232558139533
Alexander Volkov,,Clay,On Surface,10.102960533133176,60,T,0.48333333333333334,Wide,0.38333333333333336,0.09999999999999998
Alexander Volkov,,Grass,On Surface,8.198035357623656,166,Wide,0.5,T,0.3373493975903614,0.16265060240963858
Alexander Volkov,,Hard,On Surface,15.286645855065473,86,T,0.5116279069767442,Wide,0.3953488372093023,0.1162790697674419
Alexander Waske,,Hard,On Surface,3.6297248318292508,58,T,0.46551724137931033,Wide,0.29310344827586204,0.1724137931034483
Alexander Zverev,,Clay,On Surface,20.167752851202437,4400,T,0.47613636363636364,Wide,0.46454545454545454,0.011590909090909096
Alexander Zverev,,Grass,On Surface,18.96948885629125,1132,T,0.5106007067137809,Wide,0.4213780918727915,0.08922261484098937
Alexander Zverev,,Hard,On Surface,17.475456900429965,8598,T,0.4782507559897651,Wide,0.44696441032798323,0.031286345661781845
Alexandr Dolgopolov,,Clay,On Surface,19.5909740425922,497,Wide,0.6016096579476862,T,0.30985915492957744,0.29175050301810873
Alexandr Dolgopolov,,Grass,On Surface,29.312546601588018,235,Wide,0.6382978723404256,T,0.32340425531914896,0.3148936170212766
Alexandr Dolgopolov,,Hard,On Surface,22.45134186223079,1199,Wide,0.6196830692243537,T,0.3060884070058382,0.31359466221851545
Alexandre Muller,,Clay,On Surface,12.594370525575293,429,Wide,0.5058275058275058,T,0.37995337995337997,0.12587412587412583
Alexandre Muller,,Grass,On Surface,6.265063656648739,279,Wide,0.41935483870967744,T,0.4121863799283154,0.007168458781362019
Alexandre Muller,,Hard,On Surface,17.299848288722973,225,Wide,0.4622222222222222,T,0.4622222222222222,0.0
Alexandre Penaud,,Clay,On Surface,9.918026173451766,54,Wide,0.5185185185185185,Body,0.3333333333333333,0.18518518518518517
Alexei Popyrin,,Clay,On Surface,17.577422412834554,504,Wide,0.498015873015873,T,0.42658730158730157,0.07142857142857145
Alexei Popyrin,,Grass,On Surface,12.101961957440244,246,Wide,0.4796747967479675,T,0.4065040650406504,0.07317073170731708
Alexei Popyrin,,Hard,On Surface,18.660705971902903,1868,Wide,0.4855460385438972,T,0.4464668094218415,0.03907922912205569
Alexis Galarneau,,Clay,On Surface,16.627096139193632,84,Wide,0.5119047619047619,T,0.40476190476190477,0.1071428571428571
Alexis Galarneau,,Hard,On Surface,6.853992497578176,217,Wide,0.4976958525345622,T,0.31797235023041476,0.17972350230414746
Aljaz Bedene,,Clay,On Surface,24.822875054499715,1230,T,0.5382113821138211,Wide,0.4219512195121951,0.11626016260162603
Aljaz Bedene,,Grass,On Surface,7.776434797051568,70,Wide,0.4714285714285714,T,0.37142857142857144,0.09999999999999998
Aljaz Bedene,,Hard,On Surface,17.936066291305465,879,T,0.5233219567690558,Wide,0.4004550625711035,0.12286689419795227
Altug Celikbilek,,Hard,On Surface,6.104197655902633,53,Wide,0.5094339622641509,T,0.2641509433962264,0.24528301886792453
Alvaro Guillen Meza,,Clay,On Surface,32.34076684696979,273,T,0.5311355311355311,Wide,0.45787545787545786,0.07326007326007328
Amir Weintraub,,Hard,On Surface,10.687744822053224,78,T,0.48717948717948717,Wide,0.38461538461538464,0.10256410256410253
Amos Mansdorf,,Hard,On Surface,12.79533033855288,103,T,0.46601941747572817,Wide,0.42718446601941745,0.03883495145631072
Anders Jarryd,,Grass,On Surface,20.833593320146203,106,Wide,0.5,T,0.44339622641509435,0.05660377358490565
Andre Agassi,,Clay,On Surface,20.468009274867573,2591,Wide,0.5820146661520649,T,0.344654573523736,0.23736009262832886
Andre Agassi,,Grass,On Surface,21.827778011250786,2205,Wide,0.5374149659863946,T,0.4077097505668934,0.1297052154195012
Andre Agassi,,Hard,On Surface,20.239751369041002,14149,Wide,0.5398261361226941,T,0.3957876881758428,0.14403844794685133
Andrea Arnaboldi,,Grass,On Surface,9.427383610511708,86,Wide,0.5116279069767442,T,0.3372093023255814,0.17441860465116282
Andrea Collarini,,Clay,On Surface,0.965038030281895,52,Wide,0.38461538461538464,T,0.34615384615384615,0.03846153846153849
Andrea Gaudenzi,,Clay,On Surface,4.176630780629409,244,Wide,0.46311475409836067,T,0.319672131147541,0.14344262295081966
Andrea Pellegrino,,Clay,On Surface,3.467606483478858,135,Wide,0.45925925925925926,T,0.3037037037037037,0.15555555555555556
Andrea Vavassori,,Clay,On Surface,19.16697424705425,171,Wide,0.5789473684210527,T,0.3391812865497076,0.23976608187134507
Andrea Vavassori,,Hard,On Surface,18.96038140593934,152,T,0.5394736842105263,Wide,0.3881578947368421,0.15131578947368424
Andreas Haider Maurer,,Clay,On Surface,18.85694306320824,98,T,0.5306122448979592,Wide,0.3979591836734694,0.13265306122448983
Andreas Haider Maurer,,Grass,On Surface,8.97779722307619,122,Wide,0.4426229508196721,T,0.4180327868852459,0.0245901639344262
Andreas Haider Maurer,,Hard,On Surface,3.7899476841685042,123,Wide,0.4065040650406504,T,0.3902439024390244,0.016260162601625994
Andreas Seppi,,Clay,On Surface,21.523663041788645,374,Wide,0.5080213903743316,T,0.4385026737967914,0.06951871657754016
Andreas Seppi,,Grass,On Surface,17.574013846303217,202,Wide,0.4801980198019802,T,0.44554455445544555,0.03465346534653463
Andreas Seppi,,Hard,On Surface,23.770653837335885,1728,T,0.4809027777777778,Wide,0.4774305555555556,0.00347222222222221
Andreas Vinciguerra,,Hard,On Surface,16.482290936722087,61,T,0.4918032786885246,Wide,0.4262295081967213,0.0655737704918033
Andrei Cherkasov,,Clay,On Surface,7.602798874364424,155,Wide,0.4774193548387097,T,0.36129032258064514,0.11612903225806454
Andrei Cherkasov,,Hard,On Surface,10.714931019636719,82,T,0.5487804878048781,Wide,0.2926829268292683,0.2560975609756098
Andrei Chesnokov,,Clay,On Surface,3.579912603152291,970,Wide,0.43917525773195876,T,0.34536082474226804,0.09381443298969072
Andrei Chesnokov,,Grass,On Surface,13.00862550584011,151,Wide,0.4768211920529801,T,0.41721854304635764,0.05960264900662249
Andrei Chesnokov,,Hard,On Surface,6.896306412121412,160,Wide,0.5125,T,0.2875,0.22499999999999998
Andrei Medvedev,,Clay,On Surface,24.951176911531203,586,Wide,0.6348122866894198,T,0.30204778156996587,0.33276450511945393
Andrei Medvedev,,Hard,On Surface,20.508466734301734,286,Wide,0.513986013986014,T,0.42657342657342656,0.0874125874125874
Andrei Pavel,,Clay,On Surface,33.167540168614465,60,Wide,0.6166666666666667,T,0.36666666666666664,0.25000000000000006
Andrei Pavel,,Hard,On Surface,21.157113337612778,553,Wide,0.48282097649186256,T,0.4629294755877034,0.019891500904159143
Andrei Stoliarov,,Hard,On Surface,4.426977075444238,98,T,0.41836734693877553,Wide,0.3877551020408163,0.030612244897959218
Andrej Martin,,Clay,On Surface,17.01145770104636,75,Wide,0.5066666666666667,T,0.41333333333333333,0.09333333333333338
Andrej Martin,,Hard,On Surface,10.355754053909683,95,T,0.5052631578947369,Wide,0.35789473684210527,0.1473684210526316
Andres Gomez,,Clay,On Surface,23.88744248774507,471,T,0.5180467091295117,Wide,0.4394904458598726,0.07855626326963905
Andres Gomez,,Hard,On Surface,23.68051107417608,157,T,0.5732484076433121,Wide,0.37579617834394907,0.197452229299363
Andrew Castle,,Hard,On Surface,8.359403235483875,122,T,0.45901639344262296,Wide,0.39344262295081966,0.0655737704918033
Andrew Foster,,Grass,On Surface,18.30290524853494,86,T,0.47674418604651164,Wide,0.45348837209302323,0.023255813953488413
Andrew Harris,,Hard,On Surface,17.32017134422662,55,T,0.5636363636363636,Wide,0.34545454545454546,0.21818181818181814
Andrey Golubev,,Clay,On Surface,4.671932474247297,145,Wide,0.45517241379310347,T,0.3448275862068966,0.1103448275862069
Andrey Golubev,,Hard,On Surface,26.89643550708103,152,Wide,0.5592105263157895,T,0.40789473684210525,0.15131578947368424
Andrey Kuznetsov,,Clay,On Surface,31.511983607994154,50,Wide,0.6,T,0.38,0.21999999999999997
Andrey Kuznetsov,,Hard,On Surface,5.9862106790672165,185,T,0.4810810810810811,Wide,0.32972972972972975,0.15135135135135136
Andrey Rublev,,Clay,On Surface,22.838868238104126,2426,Wide,0.4925803792250618,T,0.46125309150865623,0.03132728771640558
Andrey Rublev,,Grass,On Surface,20.362550253021784,343,Wide,0.478134110787172,T,0.46355685131195334,0.014577259475218651
Andrey Rublev,,Hard,On Surface,23.351313483359583,9705,T,0.4826378155589902,Wide,0.47377640391550746,0.008861411643482753
Andy Murray,,Clay,On Surface,15.430149433314433,2647,Wide,0.48281072912731393,T,0.42878730638458634,0.05402342274272759
Andy Murray,,Grass,On Surface,17.96393573842986,3437,T,0.47948792551643876,Wide,0.4486470759383183,0.030840849578120444
Andy Murray,,Hard,On Surface,16.766322618152397,14985,Wide,0.4725392058725392,T,0.44844844844844844,0.02409075742409078
Andy Roddick,,Clay,On Surface,16.898701043882824,533,T,0.48592870544090055,Wide,0.4352720450281426,0.05065666041275796
Andy Roddick,,Grass,On Surface,20.206694349972164,2024,T,0.5039525691699605,Wide,0.4357707509881423,0.06818181818181818
Andy Roddick,,Hard,On Surface,16.94708453289572,7123,T,0.47774813982872383,Wide,0.44419486171556927,0.03355327811315456
Ante Pavic,,Clay,On Surface,15.612896035003121,81,Wide,0.4691358024691358,T,0.4444444444444444,0.024691358024691357
Antoine Bellier,,Hard,On Surface,10.511686963821242,119,Wide,0.46218487394957986,T,0.4117647058823529,0.050420168067226934
Antoine Escoffier,,Hard,On Surface,6.212342555176886,133,Wide,0.45112781954887216,T,0.37593984962406013,0.07518796992481203
Antoine Hoang,,Hard,On Surface,10.41095155958589,47,T,0.46808510638297873,Wide,0.40425531914893614,0.06382978723404259
Antonio Veic,,Hard,On Surface,17.752561681071445,53,T,0.5094339622641509,Wide,0.41509433962264153,0.09433962264150941
Aristotelis Thanos,,Hard,On Surface,2.1459791719369514,47,Wide,0.3829787234042553,T,0.3829787234042553,0.0
Arklon Huertas Del Pino,,Clay,On Surface,4.987065427795933,83,Wide,0.4939759036144578,Body,0.25301204819277107,0.24096385542168675
Arnaud Boetsch,,Hard,On Surface,10.354481779760526,227,T,0.5154185022026432,Wide,0.3436123348017621,0.17180616740088106
Arnaud Clement,,Clay,On Surface,15.983584155555896,530,Wide,0.4867924528301887,T,0.42830188679245285,0.058490566037735836
Arnaud Clement,,Hard,On Surface,23.342973062168927,576,Wide,0.5190972222222222,T,0.4357638888888889,0.08333333333333331
Arnaud Di Pasquale,,Hard,On Surface,15.59451305526257,57,Wide,0.5614035087719298,T,0.3333333333333333,0.22807017543859648
Arthur Ashe,,Grass,On Surface,17.89617613272333,317,Wide,0.48580441640378547,T,0.4416403785488959,0.04416403785488959
Arthur Ashe,,Hard,On Surface,27.61998864049079,76,Wide,0.5131578947368421,T,0.4605263157894737,0.052631578947368474
Arthur Cazaux,,Clay,On Surface,25.532137032133516,407,Wide,0.5036855036855037,T,0.4619164619164619,0.04176904176904178
Arthur Cazaux,,Hard,On Surface,23.015352300466287,596,Wide,0.49161073825503354,T,0.46308724832214765,0.028523489932885893
Arthur Fery,,Grass,On Surface,15.54362549931162,207,Wide,0.5362318840579711,T,0.3671497584541063,0.16908212560386476
Arthur Fils,,Clay,On Surface,24.215374797039747,1357,Wide,0.5887988209285188,T,0.3596168017686072,0.22918201915991154
Arthur Fils,,Grass,On Surface,28.54528396426801,422,Wide,0.5781990521327014,T,0.3933649289099526,0.18483412322274878
Arthur Fils,,Hard,On Surface,21.2349335965329,2304,Wide,0.5034722222222222,T,0.4418402777777778,0.06163194444444442
Arthur Rinderknech,,Clay,On Surface,23.545846881805165,280,Wide,0.4928571428571429,T,0.4642857142857143,0.02857142857142858
Arthur Rinderknech,,Grass,On Surface,13.180892219322137,513,Wide,0.4522417153996101,T,0.4444444444444444,0.007797270955165692
Arthur Rinderknech,,Hard,On Surface,10.424098619285072,764,Wide,0.43717277486910994,T,0.43717277486910994,0.0
Aslan Karatsev,,Clay,On Surface,11.774033668952033,421,Wide,0.5296912114014252,T,0.33966745843230406,0.1900237529691211
Aslan Karatsev,,Hard,On Surface,10.580684866801437,1886,Wide,0.4941675503711559,T,0.37486744432661717,0.11930010604453872
Attila Balazs,,Clay,On Surface,12.826194239077882,66,Wide,0.45454545454545453,T,0.4393939393939394,0.015151515151515138
Attila Balazs,,Hard,On Surface,5.646541436620611,237,Wide,0.43037974683544306,T,0.3924050632911392,0.03797468354430383
Axel Michon,,Hard,On Surface,30.003590439164075,51,T,0.5490196078431373,Wide,0.43137254901960786,0.11764705882352944
Balazs Taroczy,,Clay,On Surface,5.621349776109108,145,Wide,0.4413793103448276,T,0.3793103448275862,0.06206896551724139
Baptiste Crepatte,,Clay,On Surface,18.153815816624984,54,Wide,0.5185185185185185,T,0.4074074074074074,0.1111111111111111
Baptiste Crepatte,,Hard,On Surface,10.588884211810123,48,Wide,0.4583333333333333,T,0.4166666666666667,0.04166666666666663
Beibit Zhukayev,,Hard,On Surface,16.593058778009386,109,T,0.5045871559633027,Wide,0.41284403669724773,0.091743119266055
Ben Shelton,,Clay,On Surface,15.470192909584679,522,Wide,0.5134099616858238,T,0.3946360153256705,0.11877394636015326
Ben Shelton,,Grass,On Surface,20.990783440916083,232,Wide,0.5043103448275862,T,0.4396551724137931,0.0646551724137931
Ben Shelton,,Hard,On Surface,8.154129271293408,3015,Wide,0.4779436152570481,T,0.36782752902155885,0.11011608623548924
